posicionador_noun	positioner_noun
beauparlant_propernoun	beauparlant_propernoun
pacient_adjective	patient_adjective
de-pablo_propernoun	de-pablo_propernoun
ivan_propernoun	ivan_propernoun
clermont_propernoun	clermont_propernoun
tetània_noun	tetany_noun
dormitori_noun	bedroom_noun
hipoglucèmia_noun	hypoglycemia_noun
de-seguida_adverb	forthwith_adverb
vincent_propernoun	vincent_propernoun
transcripcional_adjective	transcriptional_adjective
radioisòtop_noun	radioisotope_noun
apel·lar_verb	appeal_verb
plaer_noun	pleasure_noun
singh_propernoun	singh_propernoun
lobera_propernoun	lobera_propernoun
vitalia_propernoun	vitalia_propernoun
tomisme_noun	thomism_noun
casadesús_propernoun	casadesús_propernoun
cateura_propernoun	cateura_propernoun
compressible_adjective	compressible_adjective
bellingham_propernoun	bellingham_propernoun
diferent_adjective	different_adjective
cronològicament_adverb	chronologically_adverb
léon_propernoun	léon_propernoun
engolir_verb	swallow_verb
esbandida_noun	rinsing_noun
blanchette_propernoun	blanchette_propernoun
isomòrfic_adjective	isomorphic_adjective
groucho_propernoun	groucho_propernoun
el-seu_pronoun	his_pronoun
el-seu_possessivepronoun	his_possessivepronoun
el-seu_determiner	his_determiner
batllori_propernoun	batllori_propernoun
ainhoa-arteta_propernoun	ainhoa-arteta_propernoun
arderiu_propernoun	arderiu_propernoun
hope_propernoun	hope_propernoun
ledezma_propernoun	ledezma_propernoun
hospitalitzar_verb	hospitalise_verb
king_propernoun	king_propernoun
tamra_propernoun	tamra_propernoun
omissió_noun	omission_noun
angolès_adjective	angolan_adjective
obsequiar_verb	give_verb
a-gratcient_adverb	knowingly_adverb
a-partir-d'avui_adverb	from-this-day-onwards_adverb
joaquin_propernoun	joaquin_propernoun
perturbador_adjective	disruptive_adjective
nuño_propernoun	nuño_propernoun
pàtria_noun	homeland_noun
axinita_noun	axinite_noun
torras_propernoun	torras_propernoun
convocar_verb	summon_verb
clero_noun	clergy_noun
barri_propernoun	barri_propernoun
estimulador_noun	stimulator_noun
llabería_propernoun	llabería_propernoun
cabdal_adjective	principal_adjective
interposició_noun	interposition_noun
gödel_propernoun	gödel_propernoun
de-sobres_adverb	to-spare_adverb
agnòstic_adjective	agnostic_adjective
cejas_propernoun	cejas_propernoun
bouthot_propernoun	bouthot_propernoun
floret_noun	foil_noun
xacal_noun	jackal_noun
fèrula_noun	splint_noun
desplaçament_noun	scrolling_noun
massa-tard_adverb	too-late_adverb
bo_propernoun	bo_propernoun
labossière_propernoun	labossière_propernoun
seaborg_propernoun	seaborg_propernoun
entendre_verb	understand_verb
cleary_propernoun	cleary_propernoun
salvatore_propernoun	salvatore_propernoun
rubinat_propernoun	rubinat_propernoun
pagán_propernoun	pagán_propernoun
magdaleno_propernoun	magdaleno_propernoun
abstraccionisme_noun	abstractionism_noun
fora-del-perill_adverb	out-of-harm's-way_adverb
reajustament_noun	reshuffling_noun
referent_noun	referent_noun
terreny_noun	terrain_noun
consecució_noun	achievement_noun
mixomatosi_noun	myxomatosis_noun
oferta_noun	offer_noun
canton_propernoun	guangzhou_propernoun
patrocinia_propernoun	patrocinia_propernoun
novetat_noun	novelty_noun
disminuir_verb	diminish_verb
guinois_propernoun	guinois_propernoun
quixotesc_adjective	quixotic_adjective
dors_noun	back_noun
cetona_noun	ketone_noun
enterrar_verb	inter_verb
fantine_propernoun	fantine_propernoun
filèmon_propernoun	philemon_propernoun
aqüeducte_noun	aqueduct_noun
sulforicinat_noun	sulphoricinate_noun
càlcic_adjective	calcic_adjective
dificultar_verb	hamper_verb
gionet_propernoun	gionet_propernoun
waldo_propernoun	waldo_propernoun
yahoo_propernoun	yahoo_propernoun
cap-al-sud-est_adverb	southeastwards_adverb
kirguizistan_propernoun	kyrgyzstan_propernoun
fonamentalisme_noun	fundamentalism_noun
termini_noun	installment_noun
característic_adjective	characteristic_adjective
saturació_noun	saturation_noun
lucario_propernoun	lucario_propernoun
epimorfisme_noun	epimorphism_noun
panciano_propernoun	panciano_propernoun
del-peral_propernoun	del-peral_propernoun
omniscient_adjective	omniscient_adjective
rémillard_propernoun	rémillard_propernoun
macromón_noun	macroworld_noun
de-almeida_propernoun	de-almeida_propernoun
abatre_verb	pull-down_verb
amancio_propernoun	amancio_propernoun
absorció_noun	takeover_noun
cobrir_verb	cover_verb
acovardir_verb	bale-out_verb
de-la-vega_propernoun	de-la-vega_propernoun
cosmos_noun	cosmos_noun
peláez_propernoun	peláez_propernoun
alna_noun	ell_noun
per-la-seua-banda_adverb	on-his-part_adverb
hipotèrmia_noun	hypothermia_noun
a-bord_adverb	on-board_adverb
ilògicament_adverb	unreasonably_adverb
hobson_propernoun	hobson_propernoun
miville-deschênes_propernoun	miville-deschênes_propernoun
kassidy_propernoun	kassidy_propernoun
simpatia_noun	charm_noun
purgador_noun	trap_noun
evidència_noun	exhibit_noun
romanent_noun	remnant_noun
hola_interjection	hello_interjection
esquius_propernoun	esquius_propernoun
hunt_propernoun	hunt_propernoun
even_propernoun	even_propernoun
cobrament_noun	collection_noun
més-que-suficient_adverb	quite-long-enough_adverb
sopar_noun	supper_noun
morisc_noun	morisco_noun
corfa_noun	bark_noun
gygax_propernoun	gygax_propernoun
teodomiro_propernoun	teodomiro_propernoun
parat_noun	unemployed_noun
pusil·lànime_adjective	pusillanimous_adjective
a-mitja-vela_adverb	at-half-mast_adverb
noi_noun	boy_noun
recessió_noun	downturn_noun
heteroanticòs_noun	heteroantibody_noun
wellman_propernoun	wellman_propernoun
haupert_propernoun	haupert_propernoun
gallagher_propernoun	gallagher_propernoun
defraudació_noun	defraudation_noun
campanelli_propernoun	campanelli_propernoun
verge_adjective	virgin_adjective
al-llarg-de_preposition	along_preposition
vilamajó_propernoun	vilamajó_propernoun
obiol_propernoun	obiol_propernoun
mill_noun	millet_noun
serafí_noun	seraph_noun
diada_noun	party_noun
solament_adverb	only_adverb
aldehid_noun	aldehyde_noun
grosz_propernoun	grosz_propernoun
opció_noun	option_noun
contractualment_adverb	contractually_adverb
adversari_noun	adversary_noun
repetidament_adverb	time-and-time-again_adverb
eufòric_adjective	euphoric_adjective
registrar_verb	register_verb
jorba_propernoun	jorba_propernoun
dia-rere-dia_adverb	day-after-day_adverb
teatre_noun	theatre_noun
tiroteig_noun	shooting_noun
sense-oposició_adjective	unopposed_adjective
proposicional_adjective	propositional_adjective
completament-dret_adverb	bolt-upright_adverb
fosquejar_verb	darken_verb
fenoy_propernoun	fenoy_propernoun
radiosensibilitat_noun	radiosensitivity_noun
per-aquí-a-prop_adverb	hereabouts_adverb
wardle_propernoun	wardle_propernoun
tostartean_propernoun	tostartean_propernoun
lurdes_propernoun	lurdes_propernoun
béchard_propernoun	béchard_propernoun
marín_propernoun	marín_propernoun
blackman_propernoun	blackman_propernoun
macey_propernoun	macey_propernoun
a-tot-preu_adverb	at-all-costs_adverb
barreja_noun	admixture_noun
espadas_propernoun	espadas_propernoun
herminia_propernoun	herminia_propernoun
modèstia_noun	modesty_noun
de-mala-gana_adverb	reluctantly_adverb
cíclic_adjective	cyclical_adjective
tedi_noun	tedium_noun
solut_noun	solute_noun
més_adverb	more_adverb
mar-cantàbric_propernoun	bay-of-biscay_propernoun
canal_noun	channel_noun
disqueratosi_noun	dyskeratosis_noun
lebel_propernoun	lebel_propernoun
blizzard-entertainment_propernoun	blizzard-entertainment_propernoun
sol·licitud_noun	application_noun
lyric_propernoun	lyric_propernoun
macario_propernoun	macario_propernoun
misael_propernoun	misael_propernoun
londonderry_propernoun	londonderry_propernoun
chiarina_propernoun	chiarina_propernoun
raïm_noun	grape_noun
trituradora_noun	shredder_noun
gorman_propernoun	gorman_propernoun
sincondrosi_noun	syncondrosis_noun
targa_propernoun	targa_propernoun
gran-guerra_propernoun	great-war_propernoun
ava_propernoun	ava_propernoun
latre_propernoun	latre_propernoun
rotllo_noun	roll_noun
adequadament_adverb	adequately_adverb
menys-que-mai_adverb	less-than-ever_adverb
jemma_propernoun	jemma_propernoun
mcconnell_propernoun	mcconnell_propernoun
dane_propernoun	dane_propernoun
contrapuntista_noun	contrapuntist_noun
goebbels_propernoun	goebbels_propernoun
batista_noun	batiste_noun
dhaka_propernoun	dhaka_propernoun
durar_verb	last_verb
marciel_propernoun	marciel_propernoun
subscripció_noun	subscription_noun
demanda_noun	demand_noun
sinònim_adjective	synonymous_adjective
marcar_verb	tick_verb
dalek_noun	dalek_noun
oria_propernoun	oria_propernoun
maude_propernoun	maude_propernoun
berthelot_propernoun	berthelot_propernoun
inconveniència_noun	inconvenience_noun
kuala-lumpur_propernoun	kuala-lumpur_propernoun
licitud_noun	legality_noun
confessió_noun	confession_noun
melanèsia_propernoun	melanesia_propernoun
orfilia_propernoun	orfilia_propernoun
hibernació_noun	hibernation_noun
cain_propernoun	cain_propernoun
tufi_propernoun	tufi_propernoun
ratzinger_propernoun	ratzinger_propernoun
delegar_verb	devolve_verb
mariano_propernoun	mariano_propernoun
baixamar_noun	low-tide_noun
iugoslau_noun	yugoslav_noun
lajoie_propernoun	lajoie_propernoun
fantasmal_adjective	ghostly_adjective
lladrar_verb	bark_verb
reducció_noun	reduction_noun
filera_noun	row_noun
peñas_propernoun	peñas_propernoun
anatòlic_adjective	anatolian_adjective
sylvester-stallone_propernoun	sylvester-stallone_propernoun
reposar_verb	replace_verb
contrari_adjective	converse_adjective
entintatge_noun	inking_noun
guzman_propernoun	guzman_propernoun
apartar_verb	move-away_verb
davant-de_preposition	in-front-of_preposition
guernon_propernoun	guernon_propernoun
gongora_propernoun	gongora_propernoun
blindat_adjective	armoured_adjective
fotòtrof_adjective	photoautotrophic_adjective
manjón_propernoun	manjón_propernoun
herberto_propernoun	herberto_propernoun
toronto_propernoun	toronto_propernoun
adjunt_noun	attachment_noun
annett_propernoun	annett_propernoun
dogma_noun	dogma_noun
il·legítim_adjective	illegitimate_adjective
subscriptor_noun	subscriber_noun
ezequías_propernoun	ezequías_propernoun
deflació_noun	deflation_noun
pròxim_adjective	forthcoming_adjective
letterman_propernoun	letterman_propernoun
dins_adverb	in_adverb
compartimentar_verb	box-off_verb
dia-feiner_noun	work-day_noun
farrell_propernoun	farrell_propernoun
drac_noun	dragon_noun
epicarpi_noun	epicarp_noun
estacional_adjective	seasonal_adjective
niel_propernoun	niel_propernoun
comunicar_verb	communicate_verb
golgi_propernoun	golgi_propernoun
preguntar_verb	wonder_verb
haytham_propernoun	haytham_propernoun
viñes_propernoun	viñes_propernoun
salteri_noun	psaltery_noun
recinte_noun	enclosure_noun
concretament_adverb	specifically_adverb
lao_propernoun	lao_propernoun
de-manera-semblant_adverb	in-like-manner_adverb
léonne_propernoun	léonne_propernoun
amazònic_adjective	amazonian_adjective
de-pressa_adverb	quickly_adverb
articular_verb	articulate_verb
athot_propernoun	athot_propernoun
pedrajas_propernoun	pedrajas_propernoun
tricomicosi_noun	trichomycosis_noun
cassie_propernoun	cassie_propernoun
barré_propernoun	barré_propernoun
sucarrats_propernoun	sucarrats_propernoun
qinuajuak_propernoun	qinuajuak_propernoun
uranoplegia_noun	uranoplegy_noun
jersey_propernoun	jersey_propernoun
reims_propernoun	reims_propernoun
nancy_propernoun	nancy_propernoun
yebra_propernoun	yebra_propernoun
circumflex_noun	circumflex_noun
transferir_verb	port_verb
oligarquia_noun	oligarchy_noun
hipònim_noun	hyponym_noun
paral·lel_adjective	parallel_adjective
retorta_noun	retort_noun
anestesiar_verb	anaesthetise_verb
hurdle_propernoun	hurdle_propernoun
huberdeau_propernoun	huberdeau_propernoun
verville_propernoun	verville_propernoun
avidesa_noun	avidity_noun
kraus_propernoun	kraus_propernoun
votació_noun	ballot_noun
lataille_propernoun	lataille_propernoun
hodògrafa_noun	hodograph_noun
croteau_propernoun	croteau_propernoun
edvard_propernoun	edvard_propernoun
plasencia_propernoun	plasencia_propernoun
aurelià_propernoun	aurelian_propernoun
sistemàtic_adjective	systematic_adjective
egoisme_noun	selfishness_noun
temps_noun	time_noun
cacauet_noun	peanut_noun
petrologia_noun	petrology_noun
xemeneia_noun	fireplace_noun
gasulla_propernoun	gasulla_propernoun
fenotípic_adjective	phenotypic_adjective
loscos_propernoun	loscos_propernoun
craurosi_noun	kraurosis_noun
incomplir_verb	breach_verb
echaquan_propernoun	echaquan_propernoun
en-setè-lloc_adverb	in-seventh-place_adverb
foll_adjective	mad_adjective
a-mà_adverb	in-hand_adverb
mutualisme_noun	mutualism_noun
moralitzar_verb	moralise_verb
cassista_propernoun	cassista_propernoun
aconsellar_verb	counsel_verb
tensametria_noun	tensammetry_noun
pierrelouis_propernoun	pierrelouis_propernoun
heurística_noun	heuristics_noun
rendir_verb	surrender_verb
incapaç_adjective	incapable_adjective
gnòmon_noun	gnomon_noun
olarte_propernoun	olarte_propernoun
gust_noun	taste_noun
marrec_noun	boy_noun
sobirania_noun	suzerainty_noun
fraudulentament_adverb	fraudulently_adverb
marshal_propernoun	marshal_propernoun
moure_verb	shift_verb
garrot_noun	garrotte_noun
fallu_propernoun	fallu_propernoun
galop_noun	gallop_noun
cohesiu_adjective	cohesive_adjective
liquadora_noun	liquidiser_noun
colador_noun	strainer_noun
pastanaga_noun	carrot_noun
genètic_adjective	genetic_adjective
largo_adverb	largo_adverb
ioga_noun	yoga_noun
llibre-de-text_noun	textbook_noun
excavador_noun	digger_noun
deforme_adjective	shapeless_adjective
esclavitud_noun	enslavement_noun
quasi-mai_adverb	hardly-ever_adverb
tombarella_noun	somersault_noun
metàfora_noun	metaphor_noun
cotxera_noun	depot_noun
invertebrat_adjective	spineless_adjective
sinistre_adjective	sinister_adjective
termobalança_noun	thermobalance_noun
gunville_propernoun	gunville_propernoun
gruixut_adjective	thick_adjective
salguero_propernoun	salguero_propernoun
percevel_propernoun	percevel_propernoun
xai_noun	lamb_noun
gana_noun	hunger_noun
requeriment_noun	request_noun
icav_propernoun	icav_propernoun
favreau_propernoun	favreau_propernoun
sgbd_noun	dbms_noun
termoiònic_adjective	thermionic_adjective
presidi_noun	prison_noun
abbey_propernoun	abbey_propernoun
mantas_propernoun	mantas_propernoun
flautista_noun	flautist_noun
agent-de-borsa_noun	broker_noun
nodiel_propernoun	nodiel_propernoun
de-naixement_adverb	by-birth_adverb
cada-nit_adverb	every-night_adverb
teodoro_propernoun	teodoro_propernoun
tothora_adverb	always_adverb
al·lelotip_noun	allelotype_noun
braeden_propernoun	braeden_propernoun
bloc_noun	pad_noun
galo_propernoun	galo_propernoun
criatura_noun	baby_noun
saldo-deutor_noun	debit-balance_noun
derepentigny_propernoun	derepentigny_propernoun
cobejós_adjective	avaricious_adjective
escarceller_noun	gaoler_noun
suïcidi_noun	suicide_noun
quimono_noun	kimono_noun
ignacio_propernoun	ignacio_propernoun
mesura_noun	measure_noun
bar_noun	bar_noun
chea_propernoun	chea_propernoun
accad_propernoun	akkad_propernoun
chita_propernoun	chita_propernoun
bizet_propernoun	bizet_propernoun
correspondència_noun	correspondence_noun
mesoamericà_adjective	mesoamerican_adjective
horrible_adjective	horrible_adjective
kristen_propernoun	kristen_propernoun
plata_noun	silver_noun
diatriba_noun	tirade_noun
inaugural_adjective	opening_adjective
comunió_noun	communion_noun
dunne_propernoun	dunne_propernoun
vilarnau_propernoun	vilarnau_propernoun
desprivatització_noun	deprivatisation_noun
guilmain_propernoun	guilmain_propernoun
fitzback_propernoun	fitzback_propernoun
charles_propernoun	charles_propernoun
brindle_propernoun	brindle_propernoun
claudia_propernoun	claudia_propernoun
rabaneda_propernoun	rabaneda_propernoun
clàusula_noun	clause_noun
il·limitat_adjective	boundless_adjective
iol_noun	yawl_noun
mariano-andreu_propernoun	mariano-andreu_propernoun
gradualment_adverb	gradually_adverb
abastar_verb	achieve_verb
radiomètric_adjective	radiometric_adjective
líder_noun	leader_noun
impressionar_verb	shock_verb
esgotar_verb	exhaust_verb
distanciament_noun	distance_noun
experimentar_verb	experience_verb
electrodomèstic_noun	appliance_noun
desglaçar_verb	thaw_verb
daryl_propernoun	daryl_propernoun
purroy_propernoun	purroy_propernoun
piscina_noun	pool_noun
indignant_adjective	outrageous_adjective
espai_noun	room_noun
boné_propernoun	boné_propernoun
climent-ix_propernoun	clement-ix_propernoun
teranyina_noun	web_noun
electrografia_noun	electrography_noun
nya_propernoun	nya_propernoun
trallero_propernoun	trallero_propernoun
musical_adjective	musical_adjective
bonita_propernoun	bonita_propernoun
larrivée_propernoun	larrivée_propernoun
dow-jones_propernoun	dow-jones_propernoun
exoplaneta_noun	exoplanet_noun
necessitat_noun	need_noun
en-direcció-nord-oest_adverb	in-a-northwestwardly-direction_adverb
mal_noun	harm_noun
exclusivitat_noun	exclusivity_noun
deshonestedat_noun	dishonesty_noun
global_adjective	overall_adjective
nintendo-ds_propernoun	nintendo-ds_propernoun
silver_propernoun	silver_propernoun
duana_noun	customs_noun
iniciació_noun	initiation_noun
en-conseqüència_adverb	in-consequence_adverb
mascota_noun	mascot_noun
produïble_adjective	producible_adjective
prova_noun	proof_noun
