annhyfiant,atrophy,noun
amlben,multihead,adjective
nesaf,next,adjective
trosysgrifo,overwrite,verb
Gogledd America,North America,properNoun
ageru,steam,verb
cyfweliad,interview,noun
dydd Gwener,Friday,noun
Stockholm,Stockholm,properNoun
menyw,woman,noun
tuchanu,grumble,verb
coegi,lampoon,verb
camddeall,misunderstand,verb
Alana,Alana,properNoun
mân-werthu,retail,verb
Rafel,Rafel,properNoun
gwrthdro,inverse,noun
polyomino,polyomino,noun
cyfoeth,wealth,noun
grudd,cheek,noun
sgrapio,scrape,verb
Amelia,Amelia,properNoun
cyfro,cover,verb
taniad,firing,noun
cynnwys,contain,verb
ailbrofi,reexperience,verb
effeithio,effect,verb
Ramon,Ramon,properNoun
Bwrwndi,Burundi,properNoun
clustnodi,earmark,verb
ymlâdd,grow tired,verb
gafael,grip,noun
cynhwysiad,inclusion,noun
Frankfurt am Main,Frankfurt,properNoun
pwyllo,consider,verb
deufis,two-month period,noun
cyffelybu,compare,verb
cyffelybu,compare,presentParticipleAdjective
camgredu,believe wrongly,verb
seinyddol,phonological,adjective
heintus,infectious,adjective
talentog,talented,adjective
gwanu,pierce,verb
bwrw,throw,noun
dadlennu,reveal,verb
diweddar,recent,adjective
gorllewin,occident,noun
newid yn llwyr,change completely,verb
arteithio,torture,verb
Rygbi'r Undeb,Rugby Union,properNoun
nwl,null,noun
llafurio,labour,verb
diddori,interest,verb
lamp,lamp,noun
unman,anywhere,adverb
llong,ship,noun
rhybedio,rivet,verb
cysidro,consider,verb
neilltu,one side,noun
cymod,reconciliation,noun
argraffwr,printer,noun
cynllunio,plan,verb
y Felinheli,Port Dinorwic,properNoun
fertigol,vertical,adjective
cyfraith,law,noun
Seth,Seth,properNoun
herfeiddio,defy,verb
Kiara,Kiara,properNoun
trullio,serve wine,verb
rhith,virtual,adjective
canfyddydd,finder,noun
Elizabeth,Elizabeth,properNoun
at,towards,preposition
ei hun,herself,pronoun
ei hun,herself,reflexivePersonalPronoun
mwsg,musk,noun
lleoliad,location,noun
perthyn,belong,verb
penodi,appoint,verb
camddehongli,misinterpret,verb
cwblhad,completion,noun
Cwlen,Cologne,properNoun
trawsblannu,transplant,verb
na,nor,coordinatingConjunction
ergyd,blow,noun
ymwybodol,conscious,adjective
anghydfod,discord,noun
tymor-canol,medium-term,adjective
fferm gwynt,windfarm,noun
iacháu,heal,verb
llath,yard,noun
canolig,medium,adjective
paent,paint,noun
ymerodres,empress,noun
allanadlu,exhale,verb
setliad,settlement,noun
saethiad,shot,noun
dofi,tame,verb
calori,calorie,noun
Demi,Demi,properNoun
ychwaith,either,adverb
ymyrraeth,interruption,noun
Bernard,Bernard,properNoun
diarwydd,unsigned,adjective
ffiwdalhau,feudalise,verb
anghyfiawnder,injustice,noun
addysg,education,noun
pedair,four,numeral
dadfygio,debug,verb
gweithlu,workforce,noun
Oscar,Oscar,properNoun
Cymdeithas,Cymdeithas,properNoun
oes,age,noun
nychu,vex,verb
Francesc,Francesc,properNoun
clocsio,clatter,verb
pybyr,ardent,adjective
Jan,Jan,properNoun
anogiad,prompt,noun
er cof am,in memory of,adverb
ymgreinio,grovel,verb
dyfalbarhau,persist,verb
amseriad,timing,noun
Cole,Cole,properNoun
diorsedd,depose,verb
Cymreig,Welsh,adjective
rhestredig,listed,adjective
monitor,monitor,noun
gaeafu,winter,verb
bron,breast,noun
gwanhau,weaken,verb
heddlu,police,noun
radiograffeg,radiography,noun
hindreulio,weather,verb
ethnyddiaeth,ethnology,noun
arfogi,arm,verb
ôl-raddedig,postgraduate,noun
Frances,Frances,properNoun
ambiwlans,ambulance,noun
perthynas,relation,noun
Eritrea,Eritrea,properNoun
rhad,cheap,adjective
esgyn,ascend,verb
stribed,strip,noun
ymdrin,strive,verb
yn fyw,alive,adverb
dwys,intense,adjective
ffracsiwn,fraction,noun
celffeinio,wither,verb
anghoelio,disbelieve,verb
cydsynio,agree,verb
Dionne,Dionne,properNoun
stôn,stone,noun
ymdderu,quarrel,verb
cobleru,cobble,verb
nain,grandmother,noun
dirprwy,deputy,noun
parco,park,verb
hiliol,racial,adjective
lamineiddio,laminate,verb
barneisio,varnish,verb
hyfrydu,delight,verb
gwiweru,squirrel away,verb
aruthrol,wonderful,adjective
dwysbigo,pierce to the heart,verb
uwchraddiad,upgrade,noun
cefn,back,noun
hesbio,dry,verb
ffermio,farm,verb
rhifol,numeric,adjective
Lluna,Lluna,properNoun
cenhedlaeth,generation,noun
talgrynnu,round up,verb
lletemu,rivet,verb
gorfodaeth,obligation,noun
drachefn,again,adverb
drachtio,quaff,verb
cythruddo,provoke,verb
mo,not,adverb
manteisio,benefit,verb
detholiadol,selective,adjective
cyfrannog,participant,noun
Edmond,Edmond,properNoun
ailgylchadwy,recycleable,adjective
Ynys Seiriol,Puffin Island,properNoun
Reykjavík,Reykjavik,properNoun
gweithgaredd,activity,noun
anrhydedd,honour,noun
mewnoli,internalise,verb
Brogan,Brogan,properNoun
anniolchgarwch,ingratitude,noun
rhoddi,give,verb
diddosi,make weather-proof,verb
darparydd,provider,noun
blaenwybodaeth,advance information,noun
pwmpio,pump,verb
DU,UK,properNoun
sefydliadol,institutional,adjective
holwyddori,catechise,verb
cyflogi,employ,verb
llacio,slacken,verb
bag,bag,noun
amharchus,disrespectful,adjective
cwricwlwm,curriculum,noun
chwedleua,tell a tale,verb
mynegiant,expression,noun
amharchu,dishonour,verb
triongl,triangle,noun
amrantu,wink,verb
camgolledu,defraud,verb
erw,acre,noun
athroniaethu,philosophise,verb
degwm,tithe,noun
blasu,taste,verb
plwyfoli,parochialise,verb
eiriolaeth,advocacy,noun
priodoledd,attribute,noun
pâr,pair,noun
taer,urgent,adjective
rhagarfaethu,predestine,verb
dwbio,dub,verb
ymlaen,forward,adverb
camsefyll,stand in the wrong place,verb
Aedan,Aedan,properNoun
pinc,pink,adjective
Michael,Michael,properNoun
dosraniad,distribution,noun
carpu,tear,verb
is-adran,sub-division,noun
diwylliant,culture,noun
datganoli,decentralise,verb
tystysgrif,certificate,noun
Suzanne,Suzanne,properNoun
pilcota,catch minnows,verb
ysbrydol,spiritual,adjective
lluosrif,multiple,noun
Turner,Turner,properNoun
ysgwydd,shoulder,noun
chwyrnellu,whirl,verb
Ivan,Ivan,properNoun
piso,piss,verb
presennol,present,adjective
llenwi,fill,verb
pefrio,twinkle,verb
ffair,fair,noun
Libanus,Lebanon,properNoun
Kerys,Kerys,properNoun
gorffeniad,finish,noun
hunanddewis,self-select,verb
talfyriad,abbreviation,noun
plaid,party,noun
holi,ask,verb
ailfuddsoddi,reinvest,verb
tywysog,prince,noun
croeni,skin,verb
dewinio,prophesy,verb
meddyginiaeth,medicine,noun
Sir Feirionnydd,Merionethshire,properNoun
Catalonia,Catalonia,properNoun
llyn,lake,noun
Daisy,Daisy,properNoun
dychanu,lampoon,verb
treiglio,roll,verb
rheolaidd,regular,adjective
afluniad,distortion,noun
twyllresymeg,sophism,noun
noddfa,asylum,noun
Helena,Helena,properNoun
garanu,fit with a shaft,verb
Karis,Karis,properNoun
rhyddfreinio,emancipate,verb
ymroddi,devote oneself,verb
De Affrica,South Africa,properNoun
llestru,put into a vessel,verb
tanwydd,fuel,noun
weirio,wire,verb
chwantu,lust after,verb
naddu,carve,verb
lliniaru,ease,verb
casgliad,conclusion,noun
dyled,debt,noun
arddodi,prefix,verb
dargludo,conduct,verb
cyfrdroi,permute,verb
taith,journey,noun
pwtio,nudge,verb
Karla,Karla,properNoun
nodchwilydd,wildcard,noun
sbeitio,spite,verb
esmwyth,easing,adjective
prynwr,buyer,noun
ysgarthu,excrete,verb
Guinée,Guinea,properNoun
person,person,noun
clicied,trigger,noun
pump,five,numeral
perchnogaeth,ownership,noun
Clwyd,Clwyd,properNoun
Emilie,Emilie,properNoun
compostio,compost,verb
cychu,keep bees,verb
datgysylltiedig,detached,adjective
Gabriel,Gabriel,properNoun
unigryw,unique,adjective
ymwthio,strive,verb
Lachlan,Lachlan,properNoun
jigso,jigsaw,noun
bodlon,content,adjective
Rowan,Rowan,properNoun
teclyn,gadget,noun
crefft,handicraft,noun
tacsi,taxi,noun
Hayley,Hayley,properNoun
cwango,quango,noun
hynod,remarkably,adverb
ysbeidiol,intermittent,adjective
ticer,ticker,noun
nawfed,ninth,adjective
meimio,mime,verb
annisgwyl,unexpected,adjective
stampo,stamp,verb
ffigwr,figure,noun
brigdorri,lop,verb
dargopïo,trace,verb
ŷd,corn,noun
gwahoddedig,invited,adjective
cronnus,cumulative,adjective
llaw,hand,noun
ceg,mouth,noun
hyperbolig,hyperbolic,adjective
Olga,Olga,properNoun
gosod,artificial,adjective
dadolwch,make amends,verb
ymwadu,renounce,verb
eiconig,iconic,adjective
bioamrywiaeth,biodiversity,noun
Winnifred,Winnifred,properNoun
cenhadu,proselytise,verb
ymddygiad,behaviour,noun
Canberra,Canberra,properNoun
clymwaith,knotwork,noun
babanu,spoil,verb
yn ogystal â,as good as,adverb
ieuanc,young,adjective
heno,tonight,adverb
injan,engine,noun
thesawrws,thesaurus,noun
meillionen,clover,noun
ffurfiol,formal,adjective
centilitr,centilitre,noun
defnyddioldeb,utility,noun
diesgyrnu,debone,verb
ysgwyd,shake,verb
confensiwn,convention,noun
de-ddwyrain,south-east,noun
Trowbridge,Trowbridge,properNoun
buddsoddiad,investment,noun
Basgeg,Basque,adjective
dibynnydd,client,noun
diawlio,curse,verb
nfed,nth,adjective
mewngofnod,login,noun
seicolegol,psychological,adjective
Brandon,Brandon,properNoun
Mohammed,Mohammed,properNoun
ymfywiocáu,enliven,verb
ystofi,weave,verb
sionc,nimble,adjective
crynodebu,summarise,verb
cyfartal,equal,adjective
hydyniad,traction,noun
er,although,subordinatingConjunction
dadroddi,restore,verb
adbryniad,redemption,noun
Mariona,Mariona,properNoun
diabetes,diabetes,noun
Xander,Xander,properNoun
uwd,porridge,noun
camu,step,verb
Dinbych y Pysgod,Tenby,properNoun
Belarus,Belarus,properNoun
derwen,oak,noun
isgilio,ride as passenger,verb
dyfyniad,quotation,noun
ehedeg,fly,verb
rhwyddhau,facilitate,verb
disgynnol,descending,adjective
Iemen,Yemen,properNoun
arfaethedig,designed,adjective
cneuo,gather nuts,verb
bagadu,cluster,verb
cyfernod,coefficient,noun
Panama,Panama,properNoun
canran,percentage,noun
credyd,credit,noun
nyddu,spin yarn,verb
carreg,stone,noun
diwygiad,reform,noun
hedo,fly,verb
eoca,fish for salmon,verb
crefu,implore,verb
llosgach,incest,noun
hylendid,hygiene,noun
mater,affair,noun
hyderu,be confident,verb
oen,lamb,noun
unfryd,unanimous,adjective
rhanbarthol,regional,adjective
bod yn rhaid,have,verb
annibynnol,independent,adjective
hunanymwadu,deny oneself,verb
os,if,subordinatingConjunction
ailarfogi,rearm,verb
canfyddadwy,perceptible,adjective
penderfyniad,decision,noun
chwim,nimble,adjective
cyfystyr,synonym,noun
iachus,wholesome,adjective
economaidd,economic,adjective
Marley,Marley,properNoun
sancsiwn,sanction,noun
twll,hole,noun
anymddiried,distrust,verb
Millicent,Millicent,properNoun
crensian,crunch,verb
ymaelodi,become a member,verb
camgyfrifo,miscalculate,verb
rwan,now,adverb
Lauryn,Lauryn,properNoun
bodloni,satisfy,verb
symudol,mobile,adjective
lolian,lounge,verb
symudwr,remover,noun
diffyniad,defence,noun
haint,infection,noun
amneidio,nod,verb
camdreiglo,mismutate,verb
Ynysoedd y Falklands,Falkland Islands,properNoun
ystumio,distort,verb
glynu,adhere,verb
cysgu,sleep,verb
pedwaredd,fourth,adjective
plentyn,child,noun
tancer,tanker,noun
dyddiol,daily,adjective
gwesteiwr,host,noun
allyrru,emit,verb
llwydion,grey,adjective
gwanedu,dilute,verb
ïon,ion,noun
rhagweld,foresee,verb
Fietnam,Vietnam,properNoun
Patrick,Patrick,properNoun
osgoi,avoid,verb
catalog,catalog,noun
mêr-helygen,osier,noun
llwyr,complete,adjective
plethu,plait,verb
barddas,poetics,noun
Robinson,Robinson,properNoun
anobeithio,despair,verb
cynhesu,warm,verb
draen,drain,noun
cadair,chair,noun
celfyddyd,art,noun
Rhodri,Rhodri,properNoun
Isabel,Isabel,properNoun
Nichol,Nichol,properNoun
cryn,somewhat,adjective
gwirio,check,verb
lledr,leather,noun
griddfan,groan,verb
anufuddhau,disobey,verb
gweithredu,operate,verb
Kerr,Kerr,properNoun
echrydu,dread,verb
cyfosod,juxtapose,verb
gwystlo,pledge,verb
rhagfarn,prejudice,noun
sgrolydd,scroller,noun
ymaddasu,adjust,verb
ymaddasu,adjust,presentParticipleAdjective
unigolyddiaeth,individualism,noun
dehongliad,interpretation,noun
anghymeradwyaeth,disapproval,noun
Abdullah,Abdullah,properNoun
cloncio,clank,verb
dadweinio,unsheathe,verb
heptagon,heptagon,noun
hypnoteiddio,hypnotise,verb
dechrau,begin,verb
clunhercio,hobble along,verb
Roberto,Roberto,properNoun
melyn,yellow,adjective
bwrlymu,gurgle,verb
adran,section,noun
mwynhau,enjoy,verb
llwydi,mildew,noun
deg,ten,noun
synied,think,verb
smyglo,smuggle,verb
til,till,noun
hindŵaeth,hinduism,noun
Amy,Amy,properNoun
hapfasnachu,speculate,verb
hufennau,creams,noun
awenyddu,versify,verb
llawenhau,rejoice,verb
Jade,Jade,properNoun
platinwm,platinum,noun
arwain,lead,verb
oddi wrth,from,preposition
rhwchio,grunt,verb
llyfrgellwr,librarian,noun
ysgrifen,writing,noun
anargaeledd,non-availability,noun
ffotograff,photograph,noun
De'r Affrig,South Africa,properNoun
Venezuela,Venezuela,properNoun
tragwyddoli,perpetuate,verb
Tom,Tom,properNoun
mwytho,fondle,verb
ieithyddol,linguistic,adjective
mynychu,frequent,verb
goruwchlywodraethu,overrule,verb
cydlynydd,coordinator,noun
gwybodus,knowledgeable,adjective
miaren,bramble,noun
anaf,wound,noun
serio,sear,verb
treialu,trial,verb
canpwys,hundredweight,noun
digid,digit,noun
Gabriela,Gabriela,properNoun
sidan,silk,noun
ynganu,pronounce,verb
diclloni,be indignant,verb
unoli,unite,verb
twristaidd,tourist,adjective
annedwyddwch,unhappiness,noun
gwefeistr,webmaster,noun
Serwotka,Serwotka,properNoun
oediad,delay,noun
porthladd,harbour,noun
driblo,dribble,verb
caeedig,closed,adjective
y Gambia,The Gambia,properNoun
cynenedigol,prenatal,adjective
plwyfo,settle in a parish,verb
hongian,hang,verb
hongian,hang,presentParticipleAdjective
treiglo,mutate,verb
hanesydd,historian,noun
porwr,browser,noun
trimio,trim,verb
Beograd,Belgrade,properNoun
plastro,plaster,verb
atgnoi,feel remorse,verb
sgaldian,scald,verb
pererinio,go on a pilgrimage,verb
ar ymyl,on the edge of,preposition
cilgnoi,ruminate,verb
crynhoi,summarise,verb
cist,chest,noun
magneteg,magnetism,noun
degol,decimal,adjective
sylfaenol,fundamental,adjective
hud,magic,adjective
marwoldeb,mortality,noun
Keeley,Keeley,properNoun
selio,seal,verb
stad,estate,noun
ban,peak,noun
arbenigedd,expertise,noun
Siôn,Siôn,properNoun
Gwener,Venus,properNoun
cachu,shit,verb
coleg,college,noun
cenglu,wind,verb
darparwr,provider,noun
Muhammad,Muhammad,properNoun
gwenwyno,poison,verb
gwladgarwch,patriotism,noun
fformig,formic,adjective
metel,metal,noun
hepgoriad,exception,noun
dyfarnwr,referee,noun
Gweriniaeth Ddemocrataidd Congo,Democratic Republic of the Congo,properNoun
lansiad,launch,noun
cynhyrchiad,production,noun
rhag-gynllunio,preplan,verb
sarnu,spill,verb
pendant,definite,adjective
ofera,live dissolutely,verb
cyflymiad,acceleration,noun
Griffiths,Griffiths,properNoun
Kelsi,Kelsi,properNoun
gwrth-Gymreig,anti-Welsh,adjective
cynghreirio,ally,verb
is-banel,sub-panel,noun
llythrenw,acronym,noun
llofft,bedroom,noun
nid-er-elw,not-for-profit,adjective
Declan,Declan,properNoun
addasydd,modifier,noun
trafodaeth,discussion,noun
Pegwn y Gogledd,North Pole,properNoun
Cymdeithas Feddygol Brydeinig,British Medical Association,properNoun
ffieiddio,detest,verb
Víctor,Víctor,properNoun
Palmer,Palmer,properNoun
ailddatganu,restate,verb
rhywogaeth,species,noun
rheilffordd,railway,noun
cyflwr,condition,noun
sarhad,insult,noun
amcangyfrifol,estimated,adjective
tryc,truck,noun
Navarra,Navarra,properNoun
Gwlad yr Iorddonen,Jordan,properNoun
sgwrsio,chat,verb
brwylio,broil,verb
nos Iau,Thursday night,noun
ysmygu,smoke,verb
Crestian,Crestian,properNoun
achrediad,accreditation,noun
eirinen,plum,noun
ymgurio,pine away,verb
boddro,bother,verb
llofnod,signature,noun
cyllideb,budget,noun
adweitheg,reflexology,noun
areulder,serenity,noun
metadata,metadata,noun
absenoldeb,absence,noun
hyderus,confident,adjective
Swaziland,Swaziland,properNoun
niwed,damage,noun
graffig,graphic,adjective
benyweta,whore,verb
dienw,anonymous,adjective
Borja,Borja,properNoun
sefyll prawf,stand trial,verb
diofynnu,default,verb
pa mor,how,adverb
pa mor,how,interrogativePronoun
pa mor,how,adverb
pa mor,how,interrogativePronoun
pa mor,how,adverb
pa mor,how,interrogativePronoun
pa mor,how,adverb
pa mor,how,interrogativePronoun
crio,cry,verb
crio,cry,presentParticipleAdjective
goruchel,eminent,adjective
Murdo,Murdo,properNoun
tyndroi,wrench,verb
cychwyniad,bootup,noun
cwis,quiz,noun
cyd,joint,adjective
meincnod,benchmark,noun
llefarydd,speaker,noun
Ynys Wyth,Isle of Wight,properNoun
sensitifrwydd,sensitivity,noun
cyfrol,volume,noun
rhagddarbodi,prepare in advance,verb
unigolyddol,individualistic,adjective
chwilio,search,verb
Havard,Havard,properNoun
ers faint,since when,determiner
ers faint,since when,interrogativePronoun
ers faint,since when,determiner
ers faint,since when,interrogativePronoun
ers faint,since when,determiner
ers faint,since when,interrogativePronoun
ers faint,since when,determiner
ers faint,since when,interrogativePronoun
Niwe,Niue,properNoun
naill ai,either,coordinatingConjunction
ymfodloni,acquiesce,verb
mewn,in,preposition
Maoaeth,Maoism,noun
gwallau,error,noun
efengylu,evangelise,verb
cyfeillgar,friendly,adjective
casgen,barrel,noun
gwrywaidd,manly,adjective
rhoddedig,given,adjective
eiledu,alternate,verb
afradu,spoil,verb
Mirrin,Mirrin,properNoun
tawel,quiet,adjective
octatetraen,octatetraene,noun
ongl,angle,noun
delffu,bewilder,verb
sidyllio,revolve,verb
Kasey,Kasey,properNoun
purdan,purgatory,noun
ymbalfalu,grope,verb
llyfrïo,tear to bits,verb
hidrostateg,hydrostatics,noun
rhediad,declension,noun
Uganda,Uganda,properNoun
paramedr,parameter,noun
newid,change,verb
ysgydwo,shake,verb
ei hun,itself,pronoun
ei hun,itself,reflexivePersonalPronoun
trawslifio,cross-cut,verb
beiddio,dare,verb
perffeithrwydd,perfection,noun
datblygwr,developer,noun
Brasil,Brazil,properNoun
brechu,vaccinate,verb
ffederal,federal,adjective
amlosgi,cremate,verb
Ava,Ava,properNoun
adnabod,know,verb
ar ben,on top of,preposition
cernodio,cuff,verb
dymunol,agreeable,adjective
byrhoedlog,transient,adjective
dallineb,blindness,noun
arf,weapon,noun
Plaid Genedlaethol yr Alban,Scottish National Party,properNoun
deor,hatch,verb
ceisiedig,requested,adjective
taenlen,spreadsheet,noun
pryder,worry,noun
areithio,make a speech,verb
ceibio,hack,verb
hamdden,leisure,noun
rhodli,paddle,verb
Iddewiaeth,Judaism,noun
Hondwras,Honduras,properNoun
darllenadwy,readable,adjective
gofid,concern,noun
ffaglu,blaze,verb
ailddodrefnu,refurnish,verb
pedant,pedant,noun
cyfoes,modern,adjective
trefn,order,noun
ffôn,phone,noun
petrol,gasoline,noun
Mawrisiws,Mauritius,properNoun
meflu,disgrace,verb
prisiad,pricing,noun
cyseinio,alliterate,verb
terfyn,limit,noun
Shayne,Shayne,properNoun
ail-lunio,redraw,verb
Bev,Bev,properNoun
graffigol,graphical,adjective
nos Fercher,Wednesday night,noun
anodd,difficult,adjective
Wien,Vienna,properNoun
Anderson,Anderson,properNoun
llesio,be advantageous,verb
tenau,thin,adjective
dal,hold,verb
Diego,Diego,properNoun
Arran,Arran,properNoun
mentrus,enterprising,adjective
am ben,concerning,preposition
cythryblu,harass,verb
diwygio,reform,verb
Ainara,Ainara,properNoun
centimetr,centimeter,noun
cynhadledd,conference,noun
Ffred,Ffred,properNoun
deifio,dive,verb
dywediad,saying,noun
rheoliadol,regulatory,adjective
therapydd,therapist,noun
prepian,prattle,verb
Arnold,Arnold,properNoun
pedrongl,quadrangle,noun
trychinebus,disastrous,adjective
Bhutan,Bhutan,properNoun
adrannol,departmental,adjective
degfed,tenth,adjective
cyfeilio,accompany,verb
cynnar,early,adjective
Iain,Iain,properNoun
Erika,Erika,properNoun
meddwl,thought,noun
harmonig,harmonic,adjective
teulu,family,noun
noethi,strip,verb
dirwyo,fine,verb
ysgogiad,stimulus,noun
parod,ready,adjective
e-recriwtio,e-recruitment,noun
gwreica,seek a wife,verb
glain,bead,noun
Reid,Reid,properNoun
malu,grind,verb
compiwtereiddio,computerise,verb
llystyfiant,vegetation,noun
Ecuador,Ecuador,properNoun
dychymyg,imagination,noun
pibyddio,play pipes,verb
llawysgrif,manuscript,noun
cael gwared ar,get rid of,verb
Burkina,Burkina Faso,properNoun
eplesu,ferment,verb
cigweinio,shred,verb
cigweinio,shred,presentParticipleAdjective
cyfeiriant,bearing,noun
Jakys,Jakys,properNoun
ailfywhau,revivify,verb
ysgrifennu,write,verb
rhagfyfyrio,premeditate,verb
