éplucher_verb	esclofollar_verb
montagne_noun	muntanya_noun
transitif_adjective	transitiu_adjective
asens_propernoun	asens_propernoun
prohibition_noun	prohibició_noun
brevet_noun	patent_noun
neige_noun	neu_noun
ergatif_adjective	ergatiu_adjective
contreplaqué_noun	contraplacat_noun
kausar_propernoun	kausar_propernoun
tamoul_noun	tàmil_noun
aviño_propernoun	aviño_propernoun
oliphant_noun	olifant_noun
réélire_verb	reelegir_verb
penser_verb	opinar_verb
terraza_propernoun	terraza_propernoun
œillet_noun	clavell_noun
varier_verb	variar_verb
éclamptique_adjective	eclàmptic_adjective
oligothérapie_noun	oligoteràpia_noun
origénisme_noun	origenisme_noun
rohnhof_propernoun	rohnhof_propernoun
rudiment_noun	rudiment_noun
viciable_adjective	viciable_adjective
strescino_propernoun	strescino_propernoun
sucré_adjective	ensucrat_adjective
convergència_propernoun	convergència_propernoun
iles_propernoun	iles_propernoun
rio-negro_propernoun	rio-negro_propernoun
agostinho_propernoun	agostinho_propernoun
tanya_propernoun	tanya_propernoun
recharger_verb	recarregar_verb
câblé_adjective	cablejat_adjective
zeballos_propernoun	zeballos_propernoun
ovide_propernoun	ovidi_propernoun
formentera-del-segura_propernoun	formentera-del-segura_propernoun
flux-de-syndication_noun	canal-de-continguts_noun
ampleur_noun	amplitud_noun
soixante-dix-sept_numeral	setanta-set_numeral
sau_propernoun	sau_propernoun
amikacine_noun	amikacina_noun
haba_propernoun	haba_propernoun
visitation_noun	visitació_noun
boixet_propernoun	boixet_propernoun
chalmers_propernoun	chalmers_propernoun
rodeghiero_propernoun	rodeghiero_propernoun
inflexion_noun	inflexió_noun
la-loire-atlantique_propernoun	el-loira-atlàntic_propernoun
toapanta_propernoun	toapanta_propernoun
soulier_noun	sabata_noun
brave_adjective	brau_adjective
orihuela_propernoun	orihuela_propernoun
haneef_propernoun	haneef_propernoun
subjectivisme_noun	subjectivisme_noun
arabo-musulman_adjective	arabomusulmà_adjective
sot-de-chera_propernoun	sot-de-chera_propernoun
marcilla_propernoun	marcilla_propernoun
nyquist_propernoun	nyquist_propernoun
encéphalogramme_noun	encefalograma_noun
folkloriste_noun	folklorista_noun
incommutable_adjective	incommutable_adjective
féconder_verb	fecundar_verb
en-ce-qui-concerne_preposition	pel-que-fa-a_preposition
mancheño_propernoun	mancheño_propernoun
à-l'étourdie_adverb	sense-mirar-prim_adverb
partial_adjective	parcial_adjective
interversion_noun	interversió_noun
neptunium_noun	neptuni_noun
déplacé_adjective	desplaçat_adjective
nobile_propernoun	nobile_propernoun
intervention_noun	intervenció_noun
postmoderne_adjective	postmodern_adjective
meurtrier_adjective	homicida_adjective
les_propernoun	les_propernoun
budgétaire_adjective	pressupostari_adjective
accord_noun	acord_noun
indochine_propernoun	indoxina_propernoun
bouchon_noun	embús_noun
hermelinda_propernoun	hermelinda_propernoun
vilches_propernoun	vilches_propernoun
biauriculaire_adjective	biauricular_adjective
rodoti_propernoun	rodoti_propernoun
starr_propernoun	starr_propernoun
manconi_propernoun	manconi_propernoun
voiture_noun	auto_noun
palmeira_propernoun	palmeira_propernoun
bureautique_adjective	ofimàtic_adjective
blanca_propernoun	blanca_propernoun
sabéisme_noun	sabeisme_noun
insolemment_adverb	insolentment_adverb
réserve_noun	reserva_noun
agonie_noun	agonia_noun
paludique_adjective	palúdic_adjective
cartographie_noun	cartografia_noun
mcneil_propernoun	mcneil_propernoun
cyanure_noun	cianur_noun
reçu_noun	rebut_noun
tarlatane_noun	tarlatana_noun
montini_propernoun	montini_propernoun
alpuente_propernoun	alpuente_propernoun
hexafluorure_noun	hexafluorur_noun
chien_noun	gos_noun
variable_noun	variable_noun
culebras_propernoun	culebras_propernoun
artnodes_propernoun	artnodes_propernoun
cellule_noun	cèl·lula_noun
bechamp_propernoun	bechamp_propernoun
annelet_noun	anellet_noun
souscription_noun	subscripció_noun
elbrous_propernoun	elbrús_propernoun
rio-de-janeiro_propernoun	rio-de-janeiro_propernoun
mélomane_noun	melòman_noun
vernir_verb	vernissar_verb
isaac_propernoun	isaac_propernoun
calpe_propernoun	calp_propernoun
claveria_propernoun	claveria_propernoun
cyclone_noun	cicló_noun
sensible_adjective	sensible_adjective
hiérarchie_noun	escalafó_noun
faire-quartier_verb	donar-quarter_verb
calduch_propernoun	calduch_propernoun
elvis_propernoun	elvis_propernoun
communiquer_verb	comunicar_verb
ampérométrie_noun	amperometria_noun
marca_propernoun	marca_propernoun
rapine_noun	rapinya_noun
oms_propernoun	oms_propernoun
fotolog_propernoun	fotolog_propernoun
levain_noun	llevat_noun
serradell_propernoun	serradell_propernoun
beaux-enfants_noun	gendre_noun
impressionner_verb	impressionar_verb
romani_noun	romaní_gitano_noun
kaur_propernoun	kaur_propernoun
coon_propernoun	coon_propernoun
vialli_propernoun	vialli_propernoun
euroméditerranéen_adjective	euromediterrani_adjective
fornells-de-la-selva_propernoun	fornells-de-la-selva_propernoun
diffusion_noun	difusió_noun
vidéoprojecteur_noun	videoprojector_noun
tuque_noun	gorra_noun
mandater_verb	delegar_verb
victoire_noun	victòria_noun
fauve_noun	fera_noun
nuitée_noun	pernoctació_noun
capitonner_verb	capitonar_verb
edf_noun	edf_noun
zombi_noun	zombi_noun
transmigrer_verb	transmigrar_verb
chypriote-grec_noun	grecoxipriota_noun
netto_propernoun	netto_propernoun
timbrer_verb	timbrar_verb
glycosidique_adjective	glicosídic_adjective
guetter_verb	vigilar_verb
relier_verb	connectar_verb
branchage_noun	brancatge_noun
indiquer_verb	indicar_verb
détaillé_adjective	detallat_adjective
ponsa_propernoun	ponsa_propernoun
mubarak_propernoun	mubarak_propernoun
brosse_noun	raspall_noun
fixité_noun	fermesa_noun
anatocisme_noun	anatocisme_noun
melendez_propernoun	melendez_propernoun
brăescu_propernoun	brăescu_propernoun
séquençage_noun	seqüenciació_noun
dégeler_verb	desglaçar_verb
magnanimité_noun	magnanimitat_noun
locchi_propernoun	locchi_propernoun
résider_verb	residir_verb
cheste_propernoun	xest_propernoun
histologiste_noun	històleg_noun
abreu_propernoun	abreu_propernoun
limitable_adjective	limitable_adjective
inexpiable_adjective	inexpiable_adjective
nombre-cardinal_noun	nombre-cardinal_noun
broz_propernoun	broz_propernoun
nella_propernoun	nella_propernoun
sylvanite_noun	silvanita_noun
bolaños_propernoun	bolaños_propernoun
amalfitano_propernoun	amalfitano_propernoun
apparence_noun	aparença_noun
acre_noun	acre_noun
batata_propernoun	batata_propernoun
bigas_propernoun	bigas_propernoun
zara_propernoun	zara_propernoun
pillage_noun	pillatge_noun
dialoguer_verb	dialogar_verb
filemó_propernoun	filemó_propernoun
platine_noun	platí_noun
céramique_adjective	ceràmic_adjective
aillade_noun	allada_noun
sant-vicenç-dels-horts_propernoun	sant-vicenç-dels-horts_propernoun
javelot_noun	javelina_noun
malien_noun	malienc_noun
natachequan_propernoun	natachequan_propernoun
arkansas_propernoun	arkansas_propernoun
tor_propernoun	tor_propernoun
bambou_noun	bambú_noun
kasparov_propernoun	kaspàrov_propernoun
musolino_propernoun	musolino_propernoun
pyrimidine_noun	pirimidina_noun
matité_noun	matitat_noun
rostre_noun	rostre_noun
gisclareny_propernoun	gisclareny_propernoun
cebriá_propernoun	cebriá_propernoun
inverse_adjective	invers_adjective
ripollet_propernoun	ripollet_propernoun
alleu_noun	alou_noun
anaérobie_adjective	anaerobi_adjective
croissance_noun	creixement_noun
gisement_noun	jaciment_noun
centration_noun	centració_noun
abellán_propernoun	abellán_propernoun
société_noun	societat_noun
virement_noun	transferència_noun
notre-seigneur_noun	nostre-senyor_noun
pacification_noun	pacificació_noun
buckley_propernoun	buckley_propernoun
vertige_noun	vertigen_noun
quatre-vingt-quinze_numeral	noranta-cinc_numeral
beaucoup-moins_adverb	molt-menys_adverb
d'anna_propernoun	d'anna_propernoun
gaizka_propernoun	gaizka_propernoun
caldero_propernoun	caldero_propernoun
ugalde_propernoun	ugalde_propernoun
bertrán_propernoun	bertrán_propernoun
molins_propernoun	molins_propernoun
bacillaire_adjective	bacil·lar_adjective
quinquennalement_adverb	quinquennalment_adverb
impalpablement_adverb	impalpablement_adverb
minoves_propernoun	minoves_propernoun
obligation_noun	obligació_noun
témoignage_noun	testimoniatge_noun
buscio_propernoun	buscio_propernoun
bartolich_propernoun	bartolich_propernoun
balsamique_adjective	balsàmic_adjective
anthropique_adjective	antròpic_adjective
cordèlia_propernoun	cordèlia_propernoun
yi_propernoun	yi_propernoun
socorro_propernoun	socorro_propernoun
pinheirinho_propernoun	pinheirinho_propernoun
démolition_noun	demolició_noun
cotitulaire_noun	cotitular_noun
eb_noun	eb_noun
extrêmement_adverb	més_adverb
osque_noun	osc_noun
poussin_propernoun	poussin_propernoun
corner_noun	córner_noun
cryolite_noun	criolita_noun
néoténique_adjective	neotènic_adjective
piété_noun	pietat_noun
pélasgique_adjective	pelàsgic_adjective
grisaille_noun	grisalla_noun
tárraga_propernoun	tárraga_propernoun
pertinence_noun	idoneïtat_noun
tempestini_propernoun	tempestini_propernoun
notre-père_noun	parenostre_noun
lieu-dit_noun	lloc-anomenat_noun
paner_verb	arrebossar_verb
régime_noun	dieta_noun
gattaceca_propernoun	gattaceca_propernoun
mètre_noun	metre_noun
inhalation_noun	inhalació_noun
la-pobla-de-vallbona_propernoun	la-pobla-de-vallbona_propernoun
bairbre_propernoun	bairbre_propernoun
danese_propernoun	danese_propernoun
épiscopalisme_noun	episcopalisme_noun
amertume_noun	amargor_noun
hippocampe_noun	hipocamp_noun
impie_adjective	impiu_adjective
topographe_noun	topògraf_noun
résistance_noun	resistència_noun
tur_propernoun	tur_propernoun
technologie_noun	tecnologia_noun
transcriptionnel_adjective	transcripcional_adjective
la-torre-de-l'espanyol_propernoun	la-torre-de-l'espanyol_propernoun
minuscule_adjective	minúscul_adjective
bertucci_propernoun	bertucci_propernoun
humoristiquement_adverb	humorísticament_adverb
nymphal_adjective	nimfal_adjective
vide_noun	buit_noun
malade_noun	malalt_noun
parabole_noun	paràbola_noun
pédoncule_noun	peduncle_noun
fritelli_propernoun	fritelli_propernoun
dignité_noun	dignitat_noun
appuyer-sur_verb	polsar_verb
verdet_propernoun	verdet_propernoun
xàbia_propernoun	xàbia_propernoun
coupure_noun	tall_noun
hyperréalisme_noun	hiperrealisme_noun
quadriller_verb	quadricular_verb
tensio-activité_noun	tensioactivitat_noun
cavo_propernoun	cavo_propernoun
prolongation_noun	pròrroga_noun
tranquilliser_verb	tranquil·litzar_verb
badea_propernoun	badea_propernoun
au-moyen-de_preposition	per-mitjà-de_preposition
aiguiller_verb	orientar_verb
cojocariu_propernoun	cojocariu_propernoun
diaconescu_propernoun	diaconescu_propernoun
méristème_noun	meristema_noun
rouillier_propernoun	rouillier_propernoun
bonig_propernoun	bonig_propernoun
anecdotique_adjective	anecdòtic_adjective
navía_propernoun	navía_propernoun
monitoire_noun	monitori_noun
anglophilie_noun	anglofília_noun
dong_propernoun	dong_propernoun
après_preposition	rere_preposition
cage_propernoun	cage_propernoun
chevalet_noun	cavallet_noun
evo_propernoun	evo_propernoun
polypeux_adjective	polipós_adjective
mars_noun	març_noun
biréacteur_noun	bireactor_noun
badia-del-vallès_propernoun	badia-del-vallès_propernoun
cassie_propernoun	cassie_propernoun
déjeuner_verb	desdejunar_verb
puanteur_noun	pesta_noun
aigle_noun	àguila_noun
narcisse_noun	narcís_noun
contentieux_noun	contenciós_noun
dune_noun	duna_noun
réfutable_adjective	falsable_adjective
appeler_verb	dir_verb
natasha_propernoun	natasha_propernoun
sidonie_propernoun	sidonie_propernoun
spacca_propernoun	spacca_propernoun
parole_noun	paraula_noun
melchor_propernoun	melchor_propernoun
rohani_propernoun	rohani_propernoun
imposimato_propernoun	imposimato_propernoun
diarrhée_noun	diarrea_noun
blasphémateur_noun	blasfem_noun
stella-artois_propernoun	stella-artois_propernoun
kilométrer_verb	quilometrar_verb
codécision_noun	codecisió_noun
descripteur_noun	descriptor_noun
tweeter_verb	tweetar_verb
inter_propernoun	inter_propernoun
ulcération_noun	ulceració_noun
comaroli_propernoun	comaroli_propernoun
armoiries_noun	escut_noun
andoni_propernoun	andoni_propernoun
bras_noun	braç_noun
betancourt_propernoun	betancourt_propernoun
mikhaïl_propernoun	mikhaïl_propernoun
épidémiologique_adjective	epidemiològic_adjective
d'autrui_adjective	aliè_adjective
enserrer_verb	estrènyer_verb
mortalité_noun	mortalitat_noun
cuire-à-l'étuvée_verb	estofar_verb
stéréophonie_noun	estereofonia_noun
charrette_noun	carreta_noun
gisele_propernoun	gisele_propernoun
près_adverb	a-prop_adverb
bonds_propernoun	bonds_propernoun
mcmillan_propernoun	mcmillan_propernoun
prêtre_noun	prevere_noun
bren_noun	bren_noun
discontinu_adjective	discontinu_adjective
frise_noun	fris_noun
fábregas_propernoun	fábregas_propernoun
protocole_noun	protocol_noun
carnage_noun	carnatge_noun
imprimeur_noun	impressor_noun
belinchón_propernoun	belinchón_propernoun
index_noun	índex_noun
altadis_propernoun	altadis_propernoun
capétien_adjective	capetià_adjective
roussin_noun	rossí_noun
bret_propernoun	bret_propernoun
stoica_propernoun	stoica_propernoun
bériault_propernoun	bériault_propernoun
gray_propernoun	gray_propernoun
acevedo_propernoun	acevedo_propernoun
pupillaire_adjective	pupil·lar_adjective
arcusa_propernoun	arcusa_propernoun
brindamour_propernoun	brindamour_propernoun
teitelbaum_propernoun	teitelbaum_propernoun
enflammer_verb	encendre_verb
brett_propernoun	brett_propernoun
criblage_noun	cribratge_noun
mercedes_propernoun	mercedes_propernoun
inhabité_adjective	inhabitat_adjective
corts_propernoun	corts_propernoun
mammy_noun	iaio_noun
maroto_propernoun	maroto_propernoun
sans-coordination_adverb	descoordinadament_adverb
wauthier_propernoun	wauthier_propernoun
mathématicien_noun	matemàtic_noun
friction_noun	fricció_noun
oliba-ier_propernoun	oliba-cabreta_propernoun
contrebande_noun	contraban_noun
atlantisme_noun	atlantisme_noun
tenas_propernoun	tenas_propernoun
badiola_propernoun	badiola_propernoun
transmembranaire_adjective	transmembrana_adjective
baix-maestrat_propernoun	baix-maestrat_propernoun
monopoliste_noun	monopolista_noun
lacelle_propernoun	lacelle_propernoun
cosmographique_adjective	cosmogràfic_adjective
vignali_propernoun	vignali_propernoun
porlier_propernoun	porlier_propernoun
pasqualini_propernoun	pasqualini_propernoun
ida_propernoun	ida_propernoun
alghero_propernoun	l'alguer_propernoun
amétropie_noun	ametropia_noun
desire_propernoun	desire_propernoun
ansérin_adjective	anserí_adjective
capital_adjective	cabdal_adjective
striation_noun	estriació_noun
giráldez_propernoun	giráldez_propernoun
sosa_propernoun	sosa_propernoun
non_adverb	no_adverb
buzón_propernoun	buzón_propernoun
costin_propernoun	costin_propernoun
andorre-la-vieille_propernoun	andorra-la-vella_propernoun
judaïser_verb	judaïtzar_verb
uranique_adjective	urànic_adjective
fusible_noun	fusible_noun
psychiatre_noun	psiquiatre_noun
sous-catégorie_noun	subcategoria_noun
monodie_noun	monodia_noun
modulation_noun	modulació_noun
iouchtchenko_propernoun	yúschenko_propernoun
narbonne_propernoun	narbona_propernoun
immérité_adjective	immeritat_adjective
artaud_propernoun	artaud_propernoun
neill_propernoun	neill_propernoun
poule_noun	grup_noun
carotti_propernoun	carotti_propernoun
adidas_propernoun	adidas_propernoun
pépier_verb	piular_verb
idéalement_adverb	idealment_adverb
afinsa_propernoun	afinsa_propernoun
arc_noun	arc_noun
cynthia_propernoun	cynthia_propernoun
pénélope_propernoun	penèlope_propernoun
mythographe_noun	mitògraf_noun
blaguer_verb	bromejar_verb
adelma_propernoun	adelma_propernoun
écumer_verb	escumejar_verb
florido_propernoun	florido_propernoun
aziz_propernoun	aziz_propernoun
réexposition_noun	reexposició_noun
gutgeld_propernoun	gutgeld_propernoun
distributeur_noun	distribuïdor_noun
di-marco_propernoun	di-marco_propernoun
céphalopode_noun	cefalòpode_noun
raimunde_propernoun	raimunde_propernoun
avoir-de-l'avance_verb	tenir-avantatge_verb
rendre_verb	arribar_verb
verdes_propernoun	verdes_propernoun
amical_adjective	amical_adjective
broyer_verb	triturar_verb
tamil_noun	tàmil_noun
moustique_noun	mosquit_noun
domestique_adjective	domèstic_adjective
déstabiliser_verb	desestabilitzar_verb
goguenardise_noun	burla_noun
sabre_noun	sabre_noun
expérimenter_verb	experimentar_verb
radiosensible_adjective	radiosensible_adjective
bourgeonnement_noun	borronada_noun
antinomie_noun	antinòmia_noun
bailey_propernoun	bailey_propernoun
frodo_propernoun	frodo_propernoun
giazotti_propernoun	giazotti_propernoun
lladós_propernoun	lladós_propernoun
vulgarité_noun	vulgaritat_noun
periz_propernoun	periz_propernoun
site-web_noun	lloc-web_noun
alfano_propernoun	alfano_propernoun
inactif_adjective	inactiu_adjective
cuisiner_verb	cuinar_verb
