poeta poète
prats prats
abortar avorter
lidia lydie
qué quel
esconder cacher
amaiur amaiur
virtuosidad virtuosité
vulnerable vulnérable
uniforme uniforme
hablar parler
negligencia négligence
equipamiento équipement
repetir répéter
literal littéral
cotilla badaud
deploración déploration
alessandro alessandro
cubo seau
importancia importance
sincronismo synchronisme
futalognkosaurus futalognkosaurus
domenech domenech
paletilla épaule
deshacer défaire
encuadrar encadrer
reynolds reynolds
anchía anchía
austríaco autrichien
chambéry chambéry
albizua albizua
plebeyo plébéien
actuación action
olivia olivia
emergente emergente
tonalidad tonalité
rast rast
cuál quel
anagonye anagonye
nocturno nocturne
marinero marin
parma parme
durán durán
monarca monarque
expresividad expressivité
medición mesure
tonelada tonne
escalar gravir
sprint sprint
neocolonialista néocolonialiste
emitir émettre
vencedor vainqueur
adana adana
metodología méthodologie
estefanía estefanía
indeterminado indéterminé
renier renier
fidelidad fidélité
laura laura
maldivas maldives
obtener obtenir
adicional supplémentaire
rentabilizar rentabiliser
fusilamiento exécution
detención détention
legítimamente légitimement
colmo comble
cal chaux
independiente indépendant
útero utérus
escrutinio scrutin
contaminación contamination
postura position
recopilación résumé
decepción deception
noemí noemí
simpatizante sympathisant
afilado aiguisé
locura folie
chándal survêtement
clark clark
milosevic milosevic
psicología psychologie
roda étrave
ebullición ébullition
azúcar sucre
forcada forcada
guzman guzman
félix félix
marine marine
reprochar reprocher
amezketa amezketa
christoph christoph
cimiento fondement
farmacológico pharmacologique
estrada estrada
alguno quelque
abdennabi abdennabi
conexión connexion
pánico panique
apresamiento prise
atracar accoster
monoplaza monoplace
viento vent
antontxu antontxu
mackenzie mackenzie
ramo bouquet
vena veine
hallar trouver
garnier garnier
indiferencia indifférence
c c
aforar jauger
farmacia pharmacie
ése celui-là
dennis dennis
disuadir dissuader
bujara boukhara
bebé bébé
presentir pressentir
espasa espasa
labor labeur
bandeja plate
negativo négatif
horrible horrible
irreversible irréversible
sureste sud-est
pctv pctv
adobo apprêt
frontalmente frontalement
platino platine
congregación congrégation
gutierrez gutierrez
cifra chiffre
osuna osuna
vinculación lien
mediocridad médiocrité
nelly nelly
broche fermoir
objeto objet
edouard edouard
utensilio ustensile
bond bond
orfanato orphelinat
pender pendre
espec espec
agolpamiento entassement
amelan amelan
vacilar hésiter
sumidero puisard
salih saleh
cuenca cuenca
jenófanes xénophane
deterioración détérioration
pombo pombo
singh singh
comunitario communautaire
expedición expedition
hasta jusqu'à
opep opep
aunque quoique
viajar voyager
prat prat
descenso abaissement
naturalidad naturel
categoría catégorie
kinshasa kinshasa
belinchón belinchón
aljan aljan
malvinas malouines
oportunista opportuniste
alm alm
reacción réaction
brutalmente brutalement
hormiga fourmi
indiferente indifférent
anderson anderson
nicholson nicholson
ánimo encouragement
alterar changer
leonor leonor
escalón échelon
tapar boucher
justificar justifier
alenia alenia
fantasía fantaisie
adiputro adiputro
vario divers
apesteguía apesteguía
eugenio eugenio
colocación colocation
conducto conduit
suyo leur
eta eta
receta recette
cadena chaîne
bailén bailén
johnny johnny
ganbara ganbara
indicación indication
anchieta anchieta
leganés leganés
tecnológico technologique
predicación prédication
amenizar égayer
forzosamente inévitablement
elortza elortza
journal journal
adecuar adapter
moqueta moquette
certificación certification
anchura largeur
vascularización vascularisation
denuncia dénonciation
interrupción interruption
obsessión obsession
desabastecimiento désapprovisionnement
altamente hautement
encerrar enfermer
bonificar bonifier
deficitario déficitaire
angelo angelo
avicena avicenne
comercio commerce
acreditar accréditer
martirio martyre
contención contention
parquetista parquettiste
desobediencia désobéissance
proporcionalmente proportionnellement
saldar solder
prestar prêter
entonación intonation
somme somme
confusión confusion
akko akko
casi quasi
niermann niermann
acontecimiento événement
campus campus
subvencionar subventionner
pimiento poivron
comercializar commercialiser
artificial artificiel
abdulhaved abdulhaved
ministro ministre
vélez vélez
escombro gravat
úbeda úbeda
gancho crochet
blogstival blogstival
jamás jamais
gorazd gorazd
antimilitarista antimilitariste
desinhibir désinhiber
gritón braillard
annabel annabel
boiro boiro
denuclearización dénucléarisation
radiante rayonnant
entramado réseau
ansoalde ansoalde
experto expert
china chine
margarita margarita
eastwood eastwood
obi ob
audición audition
servired servired
vichy vichy
metropolitano métropolitain
tpiy tpiy
cuestión question
bennati bennati
dueño propriétaire
biomédico biomédical
vespucio vespuce
montevideo montevideo
contencioso contentieux
abp abp
borracho ivrogne
estival estival
udalbiltza udalbiltza
areta areta
astronauta astronaute
efqm efqm
anitua anitua
arantzatzu arantzatzu
chillida chillida
foronda foronda
afecto affection
zócalo socket
creatividad créativité
eólico éolien
pin pin
chocante choquant
josep josep
ejercer exercer
bernabé bernabé
midi-pyrénées midi-pyrénées
feroz féroce
félix felix
ventanilla guichet
valència valence
estratégico stratégique
general général
buyumbura bujumbura
vitorica vitorica
deseable souhaitable
pintxo amuse-gueule
iris iris
colmar satisfaire
comparecer comparaître
alena alena
criterio critère
administrar administrer
luminoso lumineux
uefa uefa
influjo influence
esquina coin
jugador joueur
afirmativo affirmatif
instantáneo instantané
ics ics
aclamar acclamer
incubación incubation
apoteósico triomphal
incomprensible incompréhensible
ignasi ignasi
contrarreloj contre-la-montre
murillo murillo
alemán allemand
satisfacción contentement
brottes brottes
competencia compétence
grada degré
oxidación oxydation
buitre vautour
ipc ipc
colombo colombo
accionar actionner
observar observer
reunir réunir
fabuloso fabuleux
anie anie
gaultier gaultier
androni androni
hurtado hurtado
inconfundible inimitable
erección érection
castigo punition
qué quel
herbívoro herbivore
municipalidad municipalité
minusválido handicapé
sotomayor sotomayor
conjunto conjoint
edgar edgar
macedonia macédoine
ondarroa ondarroa
longyearbyen longyearbyen
rss rss
norsk norsk
moisés moïse
límite plafonnement
aquel celui
leyenda légende
viladecans viladecans
aek aek
carmen carmen
abundancia abondance
corticoterapia corticothérapie
beijing beijing
antijaponés anti-japonais
boinersa boinersa
colección collection
enghien enghien
lomo longe
policíaco policier
peralta peralta
precintar sceller
fuertemente fortement
agobiante accablant
silicato silicate
malí malien
darío darío
persistencia persistance
arco arc
inclemencia inclémence
fuenlabrada fuenlabrada
discapacidad handicap
vergonzoso honteux
sultà sultà
erika erika
kutxagest kutxagest
uek uek
correspondencia correspondance
timothy timothy
motociclista motocycliste
hacia envers
convicción conviction
desvalorización dévalorisation
hernando hernando
rubor rougeur
nacionalista nationaliste
bautizo baptême
morada demeure
moulinex moulinex
xenófobo xénophobe
vale bon
klimt klimt
resfriado rhume
francamente carrément
deuda dette
jurídico juridique
xvii xvii
libreto scénario
carlomagno carloman
renaud renaud
insensibilidad insensibilité
gráfico graphique
coincidir coïncider
sureste sud-est
moncada moncada
propicio propice
rato rato
partidario partisan
calor chaleur
privar priver
adonis adonis
alondra alouette
berenjena aubergine
bouygues bouygues
mostrador comptoir
indiferamente indifféremment
sedición sédition
chuchería friandise
andamán andaman
fósil fossile
accra accra
autodeterminación autodétermination
carnet carnet
conakry conakry
primo cousin
aragón aragon
circular circuler
permiso permission
elevar élever
mclaren mclaren
santana santana
pared paroi
distribuidor distributeur
rabat rabat
automatización automatisation
ese celui-là
restante restant
torpe maladroit
enders enders
facción faction
bíceps biceps
invisibilidad invisibilité
ejército armée
anual annal
viudo veuf
lafarge lafarge
recreación recréation
vapor vapeur
bastanteo vérification
gourcuff gourcuff
ofensivo offensif
benín bénin
reflejar refléter
vic vich
moralidad moralité
conjunto ensemble
axila aisselle
vaciar évider
consciencia conscience
gerardo gerardo
sa sa
golf golf
lekima lekima
junior junior
sonrisa sourire
craneoencefálico crânio-encéphalique
solicitante solliciteur
respuesta réponse
kilo kilo
bicicleta vélo
delincuencia délinquance
aparato appareil
montparnasse montparnasse
gordon gordon
patronal patronal
aceptar agréer
muela molaire
caballería cavalerie
arrancar démarrer
cherbourg cherbourg
libremail libremail
esférico sphérique
sexo sexe
rascacielos gratte-ciel
molotov molotov
engañar tromper
nuevo nouveau
balerdi balerdi
anales annales
mercader marchand
absalón absalom
almeja palourde
australasia australasie
indicar indiquer
golfo golfe
cortar trancher
violar violer
albia albia
triplicar tripler
tribunal tribunal
rematar parachever
consolar consoler
nh nh
munreco munreco
silencioso silencieux
beñat beñat
myriam myriam
contactar contacter
cornisa corniche
sancho sancho
duramente durement
yuste yuste
mítico mythique
lamentablemente lamentablement
tentativa tentative
alotza alotza
vomitar vomir
sensibilizar sensibiliser
guadelupe guadeloupe
voluntad volonté
aldin aldin
presumir présumer
cuaderno cahier
devolución retour
clinton clinton
mamoudzou mamoudzou
injustificado injustifié
antimonárquico antimonarchique
corrección correction
reafirmar réaffirmer
función fonction
benicasim benicasim
devastación dévastation
aresketa aresketa
samsung samsung
albiazul blanc-bleu
akasvayu akasvayu
kamarara kamarara
akim akim
folclore folklore
andrógeno androgène
incredulidad incrédulité
arazuri arazuri
alpino alpin
ambulante ambulant
asegurable assurable
sensibilidad sensibilité
vosgos vosges
enriquecer enrichir
belleza beauté
claude claude
comarca région
alcámenes alcamène
licenciado diplômé
kiribati kiribati
qué quel
visado visa
deposición déposition
frecuentemente fréquemment
abdelqadem abdelqadem
clamor clameur
invernadero serre
perseguir courser
aguirrezabala aguirrezabala
birmingham birmingham
séguin séguin
consagrar adonner
allgemeine allgemeine
total total
telekutxa telekutxa
rivero rivero
maroto maroto
detractor détracteur
aravaca aravaca
volodymyr volodymyr
pantano marais
frase phrase
realización réalisation
matriculación inscription
superación dépassement
eternamente éternellement
principal principal
falsificación contrefaçon
ale ale
cobijo protection
transilvania transylvanie
saimir saimir
multicultural multiculturel
vossloh vossloh
salón salon
tirada tirage
suyo son
adela adela
allekema allekema
diplomacia diplomatie
gestar concevoir
inanidad inanité
marisol marisol
sabor goût
brita brita
alsa alsa
anakin anakin
koikili koikili
deplorable déplorable
llenar farcir
secuencia séquence
cumplir accomplir
urkia urkia
robin robin
progresivo progressif
húngaro hongrois
ajax ajax
tegucigalpa tegucigalpa
batiscafo bathyscaphe
pasai pasai
altavista altavista
tú toi
deportivo sportif
sopa soupe
dibujar dessiner
spencer spencer
argentino argentin
veda interdiction
foncillas foncillas
asistir assister
impositor imposeur
blas blas
tajonar tajonar
antropólogo anthropologue
invitar convier
vertebración structuration
querol querol
elkar elkar
portar porter
plata argent
desplazamiento déplacement
afable affable
incineración incinération
badiola badiola
conciencia conscience
chrysler chrysler
aeródromo aérodrome
tropa troupe
cajero distributeur
reajuste réaménagement
centro centre
ironizar ironiser
ampolla ampoule
suscriptor abonné
allen allen
ariadna ariadna
sellar cacheter
bm bm
rosa rose
amazonia amazonie
década décade
árabe arabe
aranzabal aranzabal
depósito avoir
irremediablemente irrémédiablement
lanzar jeter
agustin agustin
embed embed
ehak ehak
humo fumée
contiguo attenant
tarjeta carte
aprovechamiento exploitation
religiosamente religieusement
defender plaider
vidorreta vidorreta
desertificación désertification
simpson simpson
bouquet bouquet
arquitecto architecte
tacha tache
volar envoler
pozo puits
deber devoir
recaer retomber
gibraltar gibraltar
agatocles agathocle
estrella étoile
apaciguar apaiser
altube altube
aleksandrs aleksandrs
mevel mevel
jospin jospin
vario divers
precedente précédent
addy addy
bajar descendre
aquí ici
moño chignon
hormiguero fourmilière
siemens siemens
alto grand
desintoxicación désintoxication
rabo queue
desestimar rejeter
ernst ernst
qst qst
multiplicar multiplier
springsteen springsteen
otorgar attribuer
conesa conesa
multirriesgo multirisque
dominica dominique
detección détection
confederación confédération
sabio savant
saunier saunier
bermudas bermudes
enclave enclave
digno digne
longitud longueur
sergio sergio
autor auteur
infancia enfance
