proprietário_noun	propietario_noun
o-seu_pronoun	suyo_pronoun
o-seu_possessivepronoun	suyo_possessivepronoun
o-seu_determiner	suyo_determiner
o-seu_possessivepronoun	suyo_possessivepronoun
o-seu_determiner	suyo_determiner
o-seu_pronoun	suyo_pronoun
o-seu_determiner	suyo_determiner
o-seu_possessivepronoun	suyo_possessivepronoun
o-seu_determiner	suyo_determiner
humanidade_noun	humanidad_noun
marco_noun	mojón_noun
clicar_verb	hacer-clic_verb
oceania_propernoun	oceanía_propernoun
cida_propernoun	cida_propernoun
percorrer_verb	recorrer_verb
charlatãmente_adverb	charlatanamente_adverb
cada-louco-com-sua-mania_adverb	cada-loco-con-su-tema_adverb
escalão_noun	escalón_noun
sedimentador_noun	sedimentador_noun
imortal_adjective	inmortal_adjective
indignação_noun	indignación_noun
rádio_noun	radio_noun
de-modo-que_subordinatingconjunction	así-que_subordinatingconjunction
sinteticamente_adverb	sintéticamente_adverb
antecipadamente_adverb	con-antelación_adverb
pouco-depois_adverb	al-rato_adverb
seqüestrador_noun	secuestrador_noun
rousseff_propernoun	rousseff_propernoun
saque_noun	saqueo_noun
shakira_propernoun	shakira_propernoun
congressista_adjective	congresista_adjective
gostar_verb	gustar_verb
ramo_noun	vástago_noun
sexagesimamente_adverb	sexagésimamente_adverb
potenciação_noun	potenciación_noun
orçamental_adjective	presupuestario_adjective
locução_noun	locución_noun
demais_adverb	demasiado_adverb
bilião_numeral	billón_numeral
palco_noun	escenario_noun
presente-a_preposition	presente-en_preposition
fator_noun	factor_noun
lápis_noun	lápiz_noun
profissionalização_noun	profesionalización_noun
e-meia_adverb	y-media_adverb
emeritamente_adverb	eméritamente_adverb
horrível_adjective	espantoso_adjective
autonomicamente_adverb	autonómicamente_adverb
aese_propernoun	aese_propernoun
persistência_noun	persistencia_noun
bondade_noun	bondad_noun
monitorar_verb	monitorear_verb
abertura_noun	apertura_noun
desprezo_noun	desprecio_noun
exaustivamente_adverb	exhaustivamente_adverb
horizontal_adjective	horizontal_adjective
faixa_noun	faja_noun
estreitamente_adverb	angostamente_adverb
pão-pão-queijo-queijo_adverb	al-pan-pan-y-al-vino-vino_adverb
corretor_noun	corrector_noun
tela_noun	pantalla_noun
soar_verb	sonar_verb
estaticamente_adverb	estáticamente_adverb
mastigar_verb	masticar_verb
oliveira_noun	olivo_noun
ct_propernoun	ct_propernoun
publicidade_noun	publicidad_noun
bull_propernoun	bull_propernoun
sporttv_propernoun	sporttv_propernoun
traquéia_noun	tráquea_noun
agostinho_propernoun	agostinho_propernoun
métrico_adjective	métrico_adjective
século_noun	siglo_noun
vaqueiro_noun	vaquero_noun
montagem_noun	ensamblaje_noun
direcção_noun	dirección_noun
carmargo_propernoun	carmargo_propernoun
conta_noun	cuenta_noun
espinho_noun	espina_noun
piorar_verb	empeorar_verb
baixinho_adverb	en-voz-baja_adverb
estande_noun	stand_noun
separar_verb	desligar_verb
autodividir_verb	autointersecar_verb
potestade_noun	potestad_noun
auxiliar_adjective	auxiliar_adjective
groenlândia_propernoun	groenlandia_propernoun
controlador_noun	controlador_noun
planador_noun	planeador_noun
cartaz_noun	cartelera_noun
opressoramente_adverb	opresoramente_adverb
melhor_adjective	mejor_adjective
maioria_noun	mayoría_noun
eloqüentemente_adverb	elocuentemente_adverb
orbitar_verb	orbitar_verb
narração_noun	narración_noun
monet_propernoun	monet_propernoun
teste_noun	prueba_noun
martinho_propernoun	martinho_propernoun
avaliação_noun	evaluación_noun
fumaça_noun	humo_noun
cfc_propernoun	cfc_propernoun
mel_noun	miel_noun
daninho_adjective	dañino_adjective
incoerente_adjective	incoherente_adjective
solucionador_noun	solucionador_noun
danoso_adjective	dañino_adjective
colapso_noun	colapso_noun
parametricamente_adverb	paramétricamente_adverb
indubitavelmente_adverb	indudablemente_adverb
ao-deus-dará_adverb	a-la-buena-de-dios_adverb
caterpillar_noun	oruga_noun
visualização_noun	visibilización_noun
construção_noun	construcción_noun
convenção_noun	convención_noun
electromecânica_noun	electromecánica_noun
expansível_adjective	expansible_adjective
farmácia_noun	farmacia_noun
decréscimo_noun	decrecimiento_noun
higiênico_adjective	higiénico_adjective
esse_pronoun	ése_pronoun
esse_demonstrativepronoun	ése_demonstrativepronoun
advogado_noun	abogado_noun
venezuelanamente_adverb	venezolanamente_adverb
enfermiçamente_adverb	enfermizamente_adverb
amônio_noun	amonio_noun
anteprojecto_noun	anteproyecto_noun
antecipar_verb	anticipar_verb
ruído_noun	ruido_noun
clemência_noun	clemencia_noun
vitorino_propernoun	vitorino_propernoun
fastio_noun	hastío_noun
julgamento_noun	juicio_noun
adverso_adjective	adverso_adjective
discussão_noun	discusión_noun
microorganismo_noun	microorganismo_noun
inesquecivelmente_adverb	inolvidablemente_adverb
embaixador_noun	embajador_noun
aventureiramente_adverb	aventureramente_adverb
porco_noun	puerco_noun
revestimento_noun	ajuste_noun
o-qual_relativepronoun	el-cual_relativepronoun
correio_noun	estafeta_noun
avanço_noun	avance_noun
potencialidade_noun	potencialidad_noun
de-uma-vez_subordinatingconjunction	de-un-golpe_subordinatingconjunction
batalha_noun	batalla_noun
lakers_propernoun	lakers_propernoun
olho_noun	ojo_noun
trânsito_noun	tráfico_noun
entre-as-refeições_adverb	entre-horas_adverb
sujamente_adverb	suciamente_adverb
trigémeo_noun	trillizo_noun
da-noite-para-o-dia_adverb	de-la-noche-a-la-mañana_adverb
nada-mais-que_subordinatingconjunction	nada-más-que_subordinatingconjunction
johansson_propernoun	johansson_propernoun
paridade_noun	paridad_noun
jordaniano_noun	jordano_noun
culpado_noun	culpable_noun
descontentamento_noun	descontento_noun
calçar_verb	calzar_verb
teto_noun	techo_noun
rogeiro_propernoun	rogeiro_propernoun
impactar_verb	impactar_verb
sessenta_numeral	sesenta_numeral
ressecamente_adverb	resecamente_adverb
sobrevivente_noun	superviviente_noun
em-vez-de_preposition	en-vez-de_preposition
saül_propernoun	saül_propernoun
a-seguir_adverb	a-continuación_adverb
jornal_noun	periódico_noun
consanguinidade_noun	consanguinidad_noun
conector_noun	conector_noun
multissetorial_adjective	multisectorial_adjective
perfurar_verb	perforar_verb
tds_propernoun	tds_propernoun
tolice_noun	tontería_noun
palestiniano_adjective	palestino_adjective
cômodo_adjective	cómodo_adjective
barata_noun	cucaracha_noun
abastecimento_noun	aprovisionamiento_noun
opinião_noun	opinión_noun
testemunhar_verb	testificar_verb
subvenção_noun	subvención_noun
provavelmente_adverb	probablemente_adverb
conjuntura_noun	coyuntura_noun
reiterativo_adjective	reiterativo_adjective
entusiasta_noun	entusiasta_noun
virtude_noun	virtud_noun
exército_noun	ejército_noun
triumph_propernoun	triumph_propernoun
iphone_propernoun	iphone_propernoun
sustentável_adjective	sustentable_adjective
horóscopo_noun	horóscopo_noun
fracasso_noun	traste_noun
secessionista_adjective	secesionista_adjective
penetração_noun	penetración_noun
milhar_numeral	millar_numeral
isolamento_noun	aislamiento_noun
com-quem-não-quer-nada_adverb	como-quien-no-quiere-la-cosa_adverb
mensal_adjective	mensual_adjective
probabilisticamente_adverb	probabilísticamente_adverb
omitir_verb	omitir_verb
concorrência_noun	competencia_noun
fumegantemente_adverb	humeantemente_adverb
wyoming_propernoun	wyoming_propernoun
eticamente_adverb	éticamente_adverb
constelação_noun	constelación_noun
cabeça-de-vento_adverb	cabeza-de-chorlito_adverb
psicologia_noun	psicología_noun
cárcere_noun	cárcel_noun
sublinhar_verb	subrayar_verb
guia_noun	riel_noun
manufactureiro_adjective	manufacturero_adjective
privação_noun	privación_noun
articulação_noun	bisagra_noun
sulfato_noun	sulfato_noun
emendar_verb	enmendar_verb
desprezivelmente_adverb	despreciablemente_adverb
saúde_noun	salud_noun
cafeteria_noun	cafetería_noun
balisticamente_adverb	balísticamente_adverb
perplexidade_noun	perplejidad_noun
regionalizado_adjective	regionalizado_adjective
fechamento_noun	cerramiento_noun
extremamente_adverb	extremadamente_adverb
adiantar_verb	adelantar_verb
transição_noun	transición_noun
renovavelmente_adverb	renovablemente_adverb
doença_noun	enfermedad_noun
meu_possessivepronoun	mío_possessivepronoun
meu_determiner	mío_determiner
meu_possessivepronoun	mío_possessivepronoun
meu_determiner	mío_determiner
meu_pronoun	mío_pronoun
meu_possessivepronoun	mío_possessivepronoun
sérvia_propernoun	serbia_propernoun
profundidade_noun	trasfondo_noun
focinheira_noun	bozal_noun
reluzentemente_adverb	relucientemente_adverb
inalteravelmente_adverb	inalterablemente_adverb
vacunação_noun	vacunación_noun
quanto-menos_subordinatingconjunction	mientras-menos_subordinatingconjunction
atlântico_propernoun	atlântico_propernoun
ps_noun	pd_noun
arquivo_noun	archivo_noun
esquife_noun	ataúd_noun
governador_noun	gobernador_noun
fidedignamente_adverb	fehacientemente_adverb
vaa_propernoun	vaa_propernoun
especialização_noun	especialización_noun
demónio_noun	demonio_noun
alongar_verb	alargar_verb
deslocamento_noun	desfase_noun
colorante_noun	colorante_noun
perfumaria_noun	perfumería_noun
cerâmica_noun	cerámica_noun
espaço_noun	espacio_noun
após_preposition	después-de_preposition
marinho_adjective	marino_adjective
cuspir_verb	escupir_verb
bei_propernoun	bei_propernoun
pendentemente_adverb	pendientemente_adverb
promotor_noun	fiscal_noun
discreto_adjective	sigiloso_adjective
acordo_noun	acuerdo_noun
unitário_adjective	unitario_adjective
xavier_propernoun	xavier_propernoun
dgci_propernoun	dgci_propernoun
anatel_propernoun	anatel_propernoun
impensável_adjective	impensable_adjective
adolescência_noun	adolescencia_noun
nosso_possessivepronoun	nuestro_possessivepronoun
nosso_determiner	nuestro_determiner
arredor_noun	alrededor_noun
coroa-de-ancoragem_noun	carrete_noun
légua_noun	legua_noun
ferido_noun	herido_noun
motors_propernoun	motors_propernoun
moldávia_propernoun	moldavia_propernoun
quiçá_adverb	quizás_adverb
entardecer_verb	atardecer_verb
domesticamente_adverb	domésticamente_adverb
acreditar_verb	acreditar_verb
inócuo_adjective	inocuo_adjective
supervisão_noun	supervisión_noun
êxito_noun	éxito_noun
margarida_propernoun	margarida_propernoun
magnificamente_adverb	magníficamente_adverb
fiscalizar_verb	fiscalizar_verb
desvalorização_noun	desvalorización_noun
prioridade_noun	prioridad_noun
via_noun	vía_noun
quantificar_verb	cuantificar_verb
língua_noun	lengua_noun
requisição_noun	solicitud_noun
capric_propernoun	capric_propernoun
quadricular_verb	cuadricular_verb
cem_numeral	cien_numeral
luciana_propernoun	luciana_propernoun
cadeia-de-televisão_noun	cadena-de-televisión_noun
aconselhar_verb	aconsejar_verb
hco_propernoun	hco_propernoun
gratidão_noun	gratitud_noun
sujeitamente_adverb	sujetamente_adverb
nmr_propernoun	nmr_propernoun
hidráulico_adjective	hidráulico_adjective
tpg_propernoun	tpg_propernoun
canção_noun	canción_noun
palha_noun	paja_noun
inter-relação_noun	interrelación_noun
nodosidade_noun	nudosidad_noun
paisagista_noun	paisajista_noun
playboy_propernoun	playboy_propernoun
ramoneda_propernoun	ramoneda_propernoun
vacilação_noun	vacilación_noun
polilinha_noun	polilínea_noun
puxador_noun	tirador_noun
amador_noun	amador_noun
inexistência_noun	inexistencia_noun
sem-mais_adverb	sin-más_adverb
flexivelmente_adverb	flexiblemente_adverb
ecossistema_noun	ecosistema_noun
monotonamente_adverb	monótonamente_adverb
bem_noun	bien_noun
um_numeral	uno_numeral
atrapalhar_verb	confundir_verb
ligar_verb	conectar_verb
fundir_verb	fusionar_verb
quintal_noun	patio_noun
hulk_propernoun	hulk_propernoun
berro_noun	bramido_noun
viçosamente_adverb	lozanamente_adverb
interagir_verb	interaccionar_verb
quanto-mais_adverb	mientras-más_adverb
já-que_subordinatingconjunction	puesto-que_subordinatingconjunction
zimmermann_propernoun	zimmermann_propernoun
susceptibilidade_noun	susceptibilidad_noun
faladoramente_adverb	habladoramente_adverb
à-medida-que_subordinatingconjunction	a-medida-que_subordinatingconjunction
casamento_noun	casamiento_noun
wikileaks_propernoun	wikileaks_propernoun
sequencial_adjective	secuencial_adjective
confusão_noun	jaleo_noun
agregação_noun	agregación_noun
lhe_pronoun	le_pronoun
naquele-tempo_subordinatingconjunction	en-aquel-entonces_subordinatingconjunction
cativistes_propernoun	cativistes_propernoun
autoridade_noun	autoridad_noun
saddam_propernoun	sadam_propernoun
coletor_adjective	colector_adjective
vos_pronoun	os_pronoun
cara_noun	tipo_noun
quadra_noun	manzana_noun
incomunicação_noun	incomunicación_noun
salientar_verb	destacar_verb
lincoln_propernoun	lincoln_propernoun
anexo_noun	anexo_noun
unanimemente_adverb	unánimemente_adverb
imparcialidade_noun	imparcialidad_noun
cam_propernoun	cam_propernoun
sênior_adjective	sénior_adjective
hamner_propernoun	hamner_propernoun
cfo_propernoun	cfo_propernoun
sgt_propernoun	sgt_propernoun
chapinar_verb	chapotear_verb
cisjordânia_propernoun	cisjordania_propernoun
complexamente_adverb	complejamente_adverb
polônia_propernoun	polonia_propernoun
endividamento_noun	endeudamiento_noun
reconciliação_noun	reconciliación_noun
contíguo_adjective	contiguo_adjective
melhoria_noun	mejoramiento_noun
malícia_noun	malicia_noun
servidor-público_noun	funcionario_noun
esse_pronoun	ese_pronoun
esse_determiner	ese_determiner
esse_demonstrativepronoun	ese_demonstrativepronoun
verificação_noun	verificación_noun
bilhete_noun	billete_noun
dígito_noun	dígito_noun
eis_adverb	he-ahí_adverb
vaga_noun	vacante_noun
ctp_propernoun	ctp_propernoun
carulla_propernoun	carulla_propernoun
incompetência_noun	incompetencia_noun
quinze_numeral	quince_numeral
mensurável_adjective	medible_adjective
reconstrução_noun	reconstrucción_noun
muitos-mais_adverb	muchos-más_adverb
onde-quer_adverb	dondequiera_adverb
imortalmente_adverb	inmortalmente_adverb
prodígio_noun	prodigio_noun
à-moda-de_preposition	a-la-manera-de_preposition
intoxicar_verb	intoxicar_verb
infravermelho_adjective	infrarrojo_adjective
em-forte-descida_adverb	fuertemente-a-la-baja_adverb
flexibilidade_noun	flexibilidad_noun
prendedor_noun	fiador_noun
abraçar_verb	abrazar_verb
legume_noun	legumbre_noun
honorificamente_adverb	honoríficamente_adverb
equipa_noun	equipo_noun
estímulo_noun	estímulo_noun
realidade_noun	realidad_noun
camisola_noun	jersey_noun
alugar_verb	alquilar_verb
mau_adjective	mal_adjective
cineclick_propernoun	cineclick_propernoun
omissamente_adverb	omisamente_adverb
espirituoso_adjective	espirituoso_adjective
profundidade_noun	profundidad_noun
lua_noun	luna_noun
ameriandes_propernoun	ameriandes_propernoun
horrivelmente_adverb	horriblemente_adverb
espira_noun	espira_noun
timão_noun	timón_noun
cancro_noun	cáncer_noun
esgotador_adjective	agotador_adjective
invenção_noun	invención_noun
treino_noun	entrenamiento_noun
q_noun	q_noun
eslovênia_propernoun	eslovenia_propernoun
cristão_adjective	cristiano_adjective
repto_noun	reto_noun
xícara_noun	taza_noun
ccad_propernoun	ccad_propernoun
minimamente_adverb	mínimamente_adverb
de-grupo_adjective	grupal_adjective
rotacionar_verb	rotar_verb
acelerador_noun	acelerador_noun
armazenamento_noun	almacenamiento_noun
escocês_adjective	escocés_adjective
acidente_noun	accidente_noun
gravar-em-baixorrelevo_verb	cincelar_verb
economicamente_adverb	económicamente_adverb
ressuscitar_verb	resucitar_verb
faculdade_noun	aulario_noun
sistémico_adjective	sistemático_adjective
fervilhar_verb	borbollar_verb
exportavelmente_adverb	exportablemente_adverb
zita_propernoun	zita_propernoun
ahp_noun	ahp_noun
adversário_noun	adversario_noun
advertência_noun	amonestación_noun
aplicativo_noun	aplicación_noun
ânsia_noun	ansia_noun
crescentemente_adverb	crecientemente_adverb
vogal_noun	vocal_noun
esconderijo_noun	escondrijo_noun
analiticamente_adverb	analíticamente_adverb
impunidade_noun	impunidad_noun
ferraria_noun	herrería_noun
fusão_noun	fusión_noun
rumo_noun	rumbo_noun
docemente_adverb	dulcemente_adverb
diagnóstico_noun	diagnosis_noun
corporativo_adjective	corporativo_adjective
auditado_adjective	auditado_adjective
plenário_adjective	plenario_adjective
nítido_adjective	nítido_adjective
reposicionamento_noun	reposicionamiento_noun
transicional_adjective	transicional_adjective
balcão_noun	barra-de-bar_noun
viventemente_adverb	vivientemente_adverb
proponente_noun	proponente_noun
de-olhos-fechados_adverb	a-pies-juntillas_adverb
tranquilo_adjective	tranquilo_adjective
roedor_noun	roedor_noun
espírito-livre_propernoun	espírito-livre_propernoun
aprofundar_verb	profundizar_verb
interdependência_noun	interdependencia_noun
ssi_propernoun	ssi_propernoun
promontório_noun	promontorio_noun
alfabético_adjective	alfabético_adjective
dieteticamente_adverb	dietéticamente_adverb
