word	trans	pos
Qur'anic	yttrique	adjective
enough	suffisant	adjective
emotive	émotif	adjective
fascinated	touvinien	adjective
thirsty	assoiffé	adjective
amazed	fasciné	adjective
faded	incolore	adjective
Qatari	de janvier	adjective
well-built	ferme	adjective
honourable	qui honore	adjective
stationary	immobile	adjective
semi-presidential	semi-présidentiel	adjective
able-bodied	uniloculaire	adjective
Hindi	acarien	adjective
eighty-third	quatre-vingt-troisième	adjective
throwaway	biomimétique	adjective
towering	colossal	adjective
innominate	franco-marocain	adjective
sanitary	sanitaire	adjective
grisly	affreux	adjective
intimidating	accentuable	adjective
abstracted	suppressif	adjective
excruciating	perçant	adjective
vested	93ème	adjective
Jovian	orthostatique	adjective
keen	enthousiaste	adjective
from Ferrol	thaï	adjective
crooked	courbe	adjective
reduced	intransportable	adjective
gymnastic	gymnastique	adjective
Madrilenian	Madrilène	adjective
undercover	infiltré	adjective
affected	coxal	adjective
unjustified	malicieux	adjective
glib	simpliste	adjective
thieving	canado	adjective
anthropophagous	anthropophage	adjective
welcoming	réhabilitable	adjective
lilac	lilas	adjective
insubstantial	fragile de santé	adjective
ultrasonic	ultra-sonique	adjective
flowery	chanci	adjective
crappy	multiforme	adjective
a priori	morave	adjective
Lusitanian	lusitanien	adjective
sailor	marinier	adjective
algal	hopi	adjective
Cistercian	cistercien	adjective
expressionist	expressionniste	adjective
civilised	civilisateur	adjective
ovarian	freudien	adjective
overarching	en partage	adjective
motorised	uniformément continu	adjective
orderly	rangé	adjective
open-sourced	compromis	adjective
additional	de plus	adjective
blasphemous	multitubulaire	adjective
Bangladeshi	synagogal	adjective
Honduran	gaviiforme	adjective
sower	peracétique	adjective
smouldering	suffocant	adjective
post mortem	christologique	adjective
retarded	vireux	adjective
connective	connectif	adjective
remanent	rémanent	adjective
overdue	conformationnel	adjective
crematorium	franco-chinois	adjective
undetected	hydraté	adjective
appalling	terrible	adjective
enforceable	applicable	adjective
forty-eighth	quarante-huitième	adjective
paraphernal	paraphernal	adjective
sourced	originaire	adjective
unmodifiable	sépaloïde	adjective
biped	bipède	adjective
instructional	instructif	adjective
sturdy	fortifié	adjective
ineffectual	ineffectif	adjective
perpetrated	inter	adjective
ninety-third	quatre-vingt-treizième	adjective
vicariant	vicariant	adjective
distressing	tourmentant	adjective
interstitial	intercalé	adjective
honorary	honorifique	adjective
homely	simple	adjective
representational	représentatif	adjective
exaggerated	en trop	adjective
high-level	biocompatible	adjective
moralizing	moralisateur	adjective
disused	purique	adjective
right-hander	adroit	adjective
thermostable	murin	adjective
erratic	déréglé	adjective
railroad	de chemin de fer	adjective
sceptic	sceptique	adjective
dear	chéri	adjective
boastful	algique	adjective
motor	sierraléonais	adjective
infinitesimal	infinitessimal	adjective
Cantonese	ennéagonal	adjective
registrable	enregistrable	adjective
rogue	rusé	adjective
gubernatorial	thaï	adjective
monaural	monophonique	adjective
civilized	civilisateur	adjective
barmy	dément	adjective
cleansing	nictitant	adjective
hazardous	dangereux	adjective
from San Sebastian	bibliologique	adjective
pollutant	contaminant	adjective
appealable	subcellulaire	adjective
stinging	bouillant	adjective
humic	humique	adjective
myocardial	désaccordé	adjective
castrated	Uros	adjective
developmental	évolutif	adjective
adversarial	adversaire	adjective
transcendental	transcendental	adjective
convenient	bien-fondé	adjective
kingly	réal	adjective
dissociative	dissociatif	adjective
impugnable	con brio	adjective
aspiring	aspirant	adjective
equidirectional	valérianique	adjective
noteworthy	remarquable	adjective
ivory	ivoirin	adjective
pertaining	appartenant	adjective
patrilineal	patrilinéaire	adjective
alarmist	alarmiste	adjective
separable	séparable	adjective
treasonous	félon	adjective
transfinite	passant	adjective
subscapular	aratoire	adjective
satisfying	satisfactoire	adjective
blessed	sango	adjective
navigational	nautique	adjective
compensated	supposable	adjective
habitual	habitué	adjective
life long	viager	adjective
segmentary	segmentaire	adjective
individualistic	individualiste	adjective
biometric	antiparasite	adjective
donor	vocatif	adjective
fetishistic	commissural	adjective
five hundredth	déformable	adjective
reflex	réflexe	adjective
Ethiopian	éthiopique	adjective
enharmonic	enharmonique	adjective
ectodermal	ectodermique	adjective
painterly	de bonne qualité	adjective
frosted	gelé	adjective
mocking	postiche	adjective
fragmentary	incomplet	adjective
starry-eyed	rêveur	adjective
interlinear	contrastable	adjective
substitutive	substitutif	adjective
astonishing	renversant	adjective
assigned	éberlué	adjective
transformative	transformateur	adjective
cardiovascular	cardio-vasculaire	adjective
morphemic	moite	adjective
taxable	homotope	adjective
single-use	biomimétique	adjective
unsigned	anonyme	adjective
Carnatic	diversiforme	adjective
shrunken	boer	adjective
middle-class	déhiscent	adjective
master	maitre	adjective
cumbersome	intempestif	adjective
coveted	pas encore mûr	adjective
built in	équiangle	adjective
stringent	rigoureux	adjective
peripteral	semi-lunaire	adjective
forty-fifth	quarante-cinquième	adjective
ligthful	lumineux	adjective
degenerate	narcissiste	adjective
hippie	gallo-roman	adjective
commendable	louable	adjective
Majorcan	majorquin	adjective
comedy	cocasse	adjective
dismissive	méprisant	adjective
amino	aminé	adjective
anticompetitive	décasyllabique	adjective
fortuitous	fortuné	adjective
leafy	touffu	adjective
transformational	transformationnel	adjective
brown-eyed	hyper	adjective
clear-cut	précis	adjective
amortizable	amortissable	adjective
ultraperipheral	dansant	adjective
select	choisi	adjective
expeditious	gratuit	adjective
heartless	impitoyable	adjective
biometrical	antiparasite	adjective
picaresque	grivois	adjective
rescissory	formant syllabe	adjective
soft-hearted	de compassion	adjective
dasymetric	érugineux	adjective
certifier	diffringent	adjective
promissory	promissoire	adjective
how much	combien est-ce que	adjective
irrespective	irrespectueux	adjective
self-confident	datable	adjective
cyclic	monogène	adjective
managerial	directif	adjective
nonpartisan	impartial	adjective
wounded	de novembre	adjective
concealed	férial	adjective
freshwater	diaphorétique	adjective
serviceable	utile	adjective
polite	courtois	adjective
illustrative	illustratif	adjective
brave	valeureux	adjective
collaborating	coopératif	adjective
very bad	très mauvais	adjective
pejorative	méprisant	adjective
immunological	gringolé	adjective
heartbreaking	suffragant	adjective
anti-corruption	anti-corruption	adjective
psychometric	protestable	adjective
bailed out	neumatique	adjective
intrusive	intrus	adjective
Gardnerian	50ème	adjective
subordinate	inférieur	adjective
satisfied	conforme	adjective
definite	définitif	adjective
full-fledged	diversiforme	adjective
consistent	conséquent	adjective
partisan	partial	adjective
foregoing	antérieur	adjective
lying	menteur	adjective
undeclinable	indéclinable	adjective
albariño	nageur	adjective
Lasartean	de lasarte	adjective
folk	folklorique	adjective
monitory	monitoire	adjective
alert	attentif	adjective
pleasing	agréable	adjective
separate	éparpillé	adjective
flippant	frivole	adjective
alcaline	alcalin	adjective
organizational	organisateur	adjective
auricular	auriculaire	adjective
contrary	opposée	adjective
psychotechnic	aloétique	adjective
untouched	intact	adjective
lively	vivant	adjective
operating	opératif	adjective
hunting	multivariable	adjective
choppy	mal embouché	adjective
curricular	tuméfié	adjective
horrendous	effrayant	adjective
Amphictyonic	sochalien	adjective
chubby	gras	adjective
plutocratic	topless	adjective
invading	envahisseur	adjective
spring-like	printanier	adjective
inevitable	inéluctable	adjective
Caribbean	otique	adjective
warm-hearted	câlineur	adjective
litigable	discutable	adjective
disorganized	multiculturaliste	adjective
enamoured	amoureux	adjective
exorbitant	en trop	adjective
spare	inutilisé	adjective
eastbound	carmin	adjective
unconvincing	diversiforme	adjective
obtainable	abordable	adjective
from Lleida	pénétratif	adjective
pacemaking	rebattu	adjective
judiciary	préconciliaire	adjective
vernacular	vernaculaire	adjective
endocrinological	transeuropéen	adjective
skeptic	sceptique	adjective
starting	diversiforme	adjective
maximalist	maximaliste	adjective
from Santiago	métrosexuel	adjective
more	de plus	adjective
flamboyant	bizarre	adjective
irrotational	irrotationnel	adjective
autonomic	autonomique	adjective
wriggling	81ème	adjective
eponymous	multiculturaliste	adjective
tidal	probiotique	adjective
crusader	explorable	adjective
unrhymed	28ème	adjective
businesslike	formel	adjective
eighty-fourth	quatre-vingt-quatrième	adjective
growing	grandissant	adjective
standalone	autonome	adjective
unrestricted	sans partage	adjective
macroeconomic	macro-économique	adjective
of a kind	réflexologique	adjective
monotonous	routinier	adjective
examining	licencieux	adjective
metrical	métrique	adjective
stiff	bétonné	adjective
multiparty	multilatéral	adjective
overseas	d'outre-mer	adjective
periglacial	anti-allergène	adjective
enchanting	ensorceleur	adjective
westbound	périgourdin	adjective
inexperienced	inexpert	adjective
unpaved	en porcelaine	adjective
adventurous	aventurier	adjective
asphaltic	asphaltique	adjective
tetragonal	tétragonal	adjective
anti-aircraft	antiaérien	adjective
recipient	ambassadeur	adjective
interconnected	évadé	adjective
vocational	vocationnel	adjective
forked	vice-présidentiel	adjective
filthy	souillé	adjective
seaborne	maritime	adjective
cold-short	aigre	adjective
Suebi	peracétique	adjective
uttermost	ainé	adjective
lawful	licite	adjective
fruitless	infructueux	adjective
investigating	hémiptère	adjective
authorizing	gestionnaire	adjective
photoelectrochemical	analemmatique	adjective
good	bien	adjective
bewitching	envoûtant	adjective
damned	honni	adjective
insurmountable	imbattable	adjective
unjustifiable	libertin	adjective
karstic	karstique	adjective
indefinite	indéfini	adjective
authoritative	qui fait autorité	adjective
indiscernible	damnable	adjective
twinaxial	anti-fatigant	adjective
dismal	triste	adjective
single-handedly	légiste	adjective
flimsy	fragile de santé	adjective
geomorphological	géomorphologique	adjective
thievish	canado	adjective
converging	convergent	adjective
gypsy	tzigane	adjective
chromatographic	innégociable	adjective
glimmering	pas encore mûr	adjective
railway	de chemin de fer	adjective
podcasting	pomologique	adjective
ultraliberal	iréniste	adjective
titular	titulaire	adjective
uncommon	rare	adjective
sworn	féroce	adjective
determining	décisif	adjective
disaffected	mécontent	adjective
aluminothermic	gringolé	adjective
barbed	préconciliaire	adjective
Bahamian	imperfectif	adjective
novelesque	monocristallin	adjective
Edwardian	carmin	adjective
vanishing	subintrant	adjective
photochemical	multitubulaire	adjective
syndicalist	syndicaliste	adjective
viewable	blanc-bleu	adjective
fallacious	sophiste	adjective
tired	fatigant	adjective
episcopalian	épiscopal	adjective
demonstrable	démontrable	adjective
prohibitive	prohibitif	adjective
yawning	superfin	adjective
college	universitaire	adjective
starving	famélique	adjective
Ionian	ionien	adjective
sibilant	sibilant	adjective
horrifying	affreux	adjective
achromatic	achrome	adjective
unlike	différent	adjective
campaigner	mucolytique	adjective
provocative	provocatif	adjective
self called	grimacier	adjective
long-nosed	péridural	adjective
unruly	rebelle	adjective
paradigmatic	paradigmatique	adjective
accentual	accentuel	adjective
bronchopulmonary	scout	adjective
seventy-second	soixante-douzième	adjective
unsecured	vosgien	adjective
Aussie	australien	adjective
deverbative	déverbal	adjective
proportionate	proportionné	adjective
claimant	plaignant	adjective
sender	diplômé	adjective
ionospheric	dandy	adjective
iodised	suppressif	adjective
graceless	maladroit	adjective
propagandistic	propagandiste	adjective
car	automobile	adjective
hopping mad	loculaire	adjective
embarrassing	mal à l'aise	adjective
outermost	extérieur	adjective
taxpaying	abyssopélagique	adjective
venerable	viel	adjective
staggered	palestino-israélien	adjective
rogatory	rogatoire	adjective
founding	anxiogène	adjective
at ease	timorais	adjective
textile	textile	adjective
whipped	filiforme	adjective
discredited	coprophile	adjective
mat	mat	adjective
Cameroonian	camerounais	adjective
reusable	réutilisable	adjective
prohibitory	extirpable	adjective
reasoned	fixable	adjective
inculpable	inculpable	adjective
cheeky	éhonté	adjective
Hindustani	ecclésial	adjective
delayed	tardif	adjective
bulletproof	saturant	adjective
operatic	anamnestique	adjective
vindictive	rancunier	adjective
from Ourense	déflecteur	adjective
weighty	pesant	adjective
innovative	innovateur	adjective
delighted	joyeux	adjective
unrealistic	irréel	adjective
difficult	qui cause des tracas	adjective
recreational	récréatif	adjective
certain	en sûreté	adjective
uninhabited	inoccupé	adjective
algerian	algérien	adjective
of benefit	politologique	adjective
nested	inéducable	adjective
arboreal	vauclusien	adjective
treble	triple	adjective
jamaican	jamaïcain	adjective
selectable	acariâtre	adjective
advertising	publicitaire	adjective
compassionate	de compassion	adjective
widespread	spacieux	adjective
idiomorphic	idiomorphe	adjective
transactional	transactionnel	adjective
palestinian	palestinien	adjective
cuban	cubain	adjective
cheesy	inauthentique	adjective
summary	court	adjective
cloistered	claustral	adjective
