ilegitimamente_adverb	il·legítimament_adverb
ruggieri_propernoun	ruggieri_propernoun
verdes_propernoun	verdes_propernoun
para-sudoeste_adverb	cap-al-sud-oest_adverb
antiterrorista_adjective	antiterrorista_adjective
nieva_propernoun	nieva_propernoun
walsh_propernoun	walsh_propernoun
quinário_adjective	quinari_adjective
deac_propernoun	deac_propernoun
tortajada_propernoun	tortajada_propernoun
perto_adverb	a-la-vora_adverb
cuéllar_propernoun	cuéllar_propernoun
cabrita_propernoun	cabrita_propernoun
artola_propernoun	artola_propernoun
caja-madrid_propernoun	caja-madrid_propernoun
adorador_adjective	adorador_adjective
baudelaire_propernoun	baudelaire_propernoun
cinesa_propernoun	cinesa_propernoun
timoneiro_noun	timoner_noun
corbu_propernoun	corbu_propernoun
acusatório_adjective	acusatori_adjective
serra_propernoun	serra_propernoun
terça-feira_noun	dimarts_noun
pálido_adjective	pàl·lid_adjective
lamentavelmente_adverb	lamentablement_adverb
institucionalização_noun	institucionalització_noun
ependimário_adjective	ependimari_adjective
percolação_noun	percolació_noun
leprologista_noun	lepròleg_noun
enologista_noun	enòleg_noun
milímetro_noun	mil·límetre_noun
zaffini_propernoun	zaffini_propernoun
flebografia_noun	flebografia_noun
hammel_propernoun	hammel_propernoun
hamburguês_adjective	hamburguès_adjective
hemorrágico_adjective	hemorràgic_adjective
litigar_verb	litigar_verb
pagliarini_propernoun	pagliarini_propernoun
estorach_propernoun	estorach_propernoun
st-michel_propernoun	st-michel_propernoun
decididamente_adverb	decididament_adverb
celebremente_adverb	cèlebrement_adverb
desde-então_adverb	des-d'aleshores_adverb
laborioso_adjective	laboriós_adjective
romieu_propernoun	romieu_propernoun
apito_noun	xiulada_noun
biauricular_adjective	biauricular_adjective
bofill-mas_propernoun	bofill-mas_propernoun
hussardo_noun	hússar_noun
riquier_propernoun	riquier_propernoun
schittulli_propernoun	schittulli_propernoun
cantável_adjective	cantable_adjective
robidoux_propernoun	robidoux_propernoun
amill_propernoun	amill_propernoun
serra-leoa_propernoun	sierra-leone_propernoun
algébrico_adjective	algèbric_adjective
chatbèrt_propernoun	chatbèrt_propernoun
fariñas_propernoun	fariñas_propernoun
gnaga_propernoun	gnaga_propernoun
díaz-manteca_propernoun	díaz-manteca_propernoun
diatônico_adjective	diatònic_adjective
senija_propernoun	senija_propernoun
blázquez_propernoun	blázquez_propernoun
isca_noun	esca_noun
cabra_propernoun	cabra_propernoun
noologia_noun	noologia_noun
cognição_noun	cognició_noun
honecker_propernoun	honecker_propernoun
ferida_noun	ferida_noun
da-lomba_propernoun	da-lomba_propernoun
adicional_adjective	addicional_adjective
labonté_propernoun	labonté_propernoun
sebastià_propernoun	sebastià_propernoun
plebeu_noun	plebeu_noun
nevada_propernoun	nevada_propernoun
quarto_noun	habitació_noun
fragilmente_adverb	fràgilment_adverb
neutro_adjective	neutre_adjective
despedimento-ilícito_noun	acomiadament-improcedent_noun
toro_propernoun	toro_propernoun
américa-espanhola_propernoun	hispanoamèrica_propernoun
serraté_propernoun	serraté_propernoun
noventa-e-três_numeral	noranta-tres_numeral
estatutário_adjective	estatutari_adjective
a-pé_adverb	a-peu_adverb
heisenberg_propernoun	heisenberg_propernoun
magicamente_adverb	màgicament_adverb
kosovo_propernoun	kosovo_propernoun
paremiologia_noun	paremiologia_noun
destrutivo_adjective	destructiu_adjective
setenta-e-oito_numeral	setanta-vuit_numeral
pallàs_propernoun	pallàs_propernoun
íntimo_adjective	íntim_adjective
presença_noun	presència_noun
lactância_noun	lactància_noun
inelegível_adjective	inelegible_adjective
conhecido_adjective	conegut_adjective
fita-cola_noun	cinta-adhesiva_noun
astorga_propernoun	astorga_propernoun
normalizável_adjective	normalitzable_adjective
aórtico_adjective	aòrtic_adjective
esquizofrénico_adjective	esquizofrènic_adjective
sanzarello_propernoun	sanzarello_propernoun
piersic_propernoun	piersic_propernoun
beneditino_adjective	benedictí_adjective
liberalizar_verb	liberalitzar_verb
oralidade_noun	oralitat_noun
sitges_propernoun	sitges_propernoun
deutério_noun	deuteri_noun
infumável_adjective	infumable_adjective
tailly_propernoun	tailly_propernoun
sulfatador_adjective	sulfatador_adjective
iéltsin_propernoun	ieltsin_propernoun
financiamento_noun	finançament_noun
focalizar_verb	focalitzar_verb
acelerar_verb	accelerar_verb
discriminador_adjective	discriminador_adjective
tentacular_adjective	tentacular_adjective
cocaína_noun	cocaïna_noun
honestidade_noun	honestedat_noun
diago_propernoun	diago_propernoun
zena_propernoun	zena_propernoun
radiologia_noun	radiologia_noun
embargamento_noun	embargament_noun
masoquista_noun	masoquista_noun
membrives_propernoun	membrives_propernoun
valvular_adjective	valvular_adjective
privatizado_adjective	privatitzat_adjective
afelpado_adjective	afelpat_adjective
autônomo_adjective	autònom_adjective
sanllehí_propernoun	sanllehí_propernoun
enriquecimento_noun	enriquiment_noun
palinologia_noun	palinologia_noun
mundo_noun	món_noun
desvio_noun	desviament_noun
morto_noun	morta_noun
antes-de_preposition	abans-de_preposition
simplificar_verb	simplificar_verb
respetivamente_adverb	respectivament_adverb
triva_propernoun	triva_propernoun
difusivo_adjective	difusiu_adjective
estaleiro_noun	drassana_noun
incitante_adjective	incitant_adjective
armato_propernoun	armato_propernoun
carneiro_propernoun	carneiro_propernoun
pacificação_noun	pacificació_noun
paroníquia_noun	paroníquia_noun
lloyds_propernoun	lloyds_propernoun
gawronski_propernoun	gawronski_propernoun
trepanação_noun	trepanació_noun
aminoácido_noun	aminoàcid_noun
mesosfera_noun	mesosfera_noun
lugar_noun	lloc_noun
moço_noun	noi_noun
faraônico_adjective	faraònic_adjective
hispanofalante_adjective	castellanoparlant_adjective
interseção_noun	intersecció_noun
manunza_propernoun	manunza_propernoun
spada_propernoun	spada_propernoun
mousseau_propernoun	mousseau_propernoun
matranga_propernoun	matranga_propernoun
comentador_noun	comentador_noun
benicolet_propernoun	benicolet_propernoun
alós_propernoun	alós_propernoun
malabarista_noun	malabarista_noun
césar_propernoun	césar_propernoun
monopolista_adjective	monopolista_adjective
entótico_adjective	entòtic_adjective
huertas_propernoun	huertas_propernoun
cavanagh_propernoun	cavanagh_propernoun
comunitariamente_adverb	comunitàriament_adverb
protano_propernoun	protano_propernoun
muscardini_propernoun	muscardini_propernoun
campaneiro_noun	campaner_noun
bregoli_propernoun	bregoli_propernoun
comunidade-valenciana_propernoun	comunitat-valenciana_propernoun
mikhail_propernoun	mikhail_propernoun
indicativo_noun	indicatiu_noun
rafols_propernoun	rafols_propernoun
coursol_propernoun	coursol_propernoun
projecionista_noun	projeccionista_noun
indeciso_adjective	indecís_adjective
cervellini_propernoun	cervellini_propernoun
londrino_adjective	londinenc_adjective
christian_propernoun	christian_propernoun
macroeconomia_noun	macroeconomia_noun
robusti_propernoun	robusti_propernoun
carrete_propernoun	carrete_propernoun
arroniz_propernoun	arroniz_propernoun
espectacular_adjective	espectacular_adjective
cantacuzè_propernoun	cantacuzè_propernoun
irredentista_noun	irredemptista_noun
llaveria_propernoun	llaveria_propernoun
burro_noun	burro_noun
barcena_propernoun	barcena_propernoun
geytsa_propernoun	geytsa_propernoun
marini_propernoun	marini_propernoun
illinois_propernoun	illinois_propernoun
saturnino_adjective	saturní_adjective
paulino_propernoun	paulino_propernoun
filograna_propernoun	filograna_propernoun
pozuelo_propernoun	pozuelo_propernoun
tírig_propernoun	tírig_propernoun
irreflexivo_adjective	irreflexiu_adjective
cathedral_propernoun	cathedral_propernoun
durán_propernoun	durán_propernoun
tenuemente_adverb	tènuement_adverb
alódio_noun	alou_noun
borriol_propernoun	borriol_propernoun
exteroceptivo_adjective	exteroceptiu_adjective
concertante_adjective	concertant_adjective
albuquerque_propernoun	albuquerque_propernoun
convectivo_adjective	convectiu_adjective
feliciano_propernoun	feliciano_propernoun
hevey_propernoun	hevey_propernoun
serres_propernoun	serres_propernoun
banegas_propernoun	banegas_propernoun
goga_propernoun	goga_propernoun
nahim_propernoun	nahim_propernoun
heyward_propernoun	heyward_propernoun
são-cristóvão-e-neves_propernoun	saint-christopher-i-nevis_propernoun
sucursal_adjective	sucursal_adjective
everett_propernoun	everett_propernoun
viral_adjective	viral_adjective
arribas_propernoun	arribas_propernoun
contextualizar_verb	contextualitzar_verb
steinhardt_propernoun	steinhardt_propernoun
vermeer_propernoun	vermeer_propernoun
quantidade_noun	quantitat_noun
metalomecânico_adjective	metal·lomecànic_adjective
semântico_adjective	semàntic_adjective
admoestar_verb	amonestar_verb
la-vilavella_propernoun	la-vilavella_propernoun
sugerir_verb	suggerir_verb
flick_propernoun	flick_propernoun
cooperação_noun	cooperació_noun
hospital_propernoun	hospital_propernoun
fluir_verb	fluir_verb
cingapura_propernoun	singapur_propernoun
intermediário_noun	intermediari_noun
computacional_adjective	computacional_adjective
de-la-quadra-salcedo_propernoun	de-la-quadra-salcedo_propernoun
desparois_propernoun	desparois_propernoun
romani_propernoun	romani_propernoun
gambale_propernoun	gambale_propernoun
fusível_adjective	fusible_adjective
solana_propernoun	solana_propernoun
abundantemente_adverb	abundantment_adverb
durães_propernoun	durães_propernoun
lã_noun	llana_noun
ideável_adjective	ideable_adjective
vagaroso_adjective	vagarós_adjective
bermeo_propernoun	bermeo_propernoun
cutrim_propernoun	cutrim_propernoun
arrastar_verb	arrossegar_verb
rondelli_propernoun	rondelli_propernoun
liuzzi_propernoun	liuzzi_propernoun
nova-iorquino_adjective	novaiorquès_adjective
sallés_propernoun	sallés_propernoun
ibern_propernoun	ibern_propernoun
kumar_propernoun	kumar_propernoun
ureña_propernoun	ureña_propernoun
inexprimível_adjective	inexprimible_adjective
laporta_propernoun	laporta_propernoun
ensinamento_noun	ensenyament_noun
convincentemente_adverb	convincentment_adverb
pânico_noun	pànic_noun
alexandrino_noun	alexandrí_noun
depredadoramente_adverb	depredadorament_adverb
juventude_noun	jovent_noun
monleon_propernoun	monleon_propernoun
mirabet_propernoun	mirabet_propernoun
anteontem_adverb	abans-d'ahir_adverb
torrejón_propernoun	torrejón_propernoun
andalusino_adjective	andalusí_adjective
gannon_propernoun	gannon_propernoun
poliesportivo_adjective	poliesportiu_adjective
legitimista_adjective	legitimista_adjective
vivancos_propernoun	vivancos_propernoun
transgenicamente_adverb	transgènicament_adverb
comparado_adjective	comparat_adjective
moliné_propernoun	moliné_propernoun
reforzar_verb	reforzar_verb
adriane_propernoun	adriane_propernoun
parrado_propernoun	parrado_propernoun
iraque_propernoun	irak_propernoun
aprisionamento_noun	empresonament_noun
harwood_propernoun	harwood_propernoun
panneton_propernoun	panneton_propernoun
nitrogénio_noun	nitrogen_noun
feliu_propernoun	feliu_propernoun
amonarriz_propernoun	amonarriz_propernoun
charry_propernoun	charry_propernoun
rocchetta_propernoun	rocchetta_propernoun
iraola_propernoun	iraola_propernoun
maullu_propernoun	maullu_propernoun
carnicé_propernoun	carnicé_propernoun
petersen_propernoun	petersen_propernoun
bibliografia_noun	bibliografia_noun
consumar_verb	consumar_verb
gaboury_propernoun	gaboury_propernoun
existencialista_noun	existencialista_noun
escaleno_adjective	escalè_adjective
dorce_propernoun	dorce_propernoun
reeditar_verb	reeditar_verb
compra-e-venda_noun	compravenda_noun
inocência_noun	innocència_noun
galdino_propernoun	galdino_propernoun
confortativo_adjective	confortatiu_adjective
stelluti_propernoun	stelluti_propernoun
berta_propernoun	berta_propernoun
transmutável_adjective	transmutable_adjective
meteorologicamente_adverb	meteorològicament_adverb
siscart_propernoun	siscart_propernoun
crente_adjective	creient_adjective
lexicográfico_adjective	lexicogràfic_adjective
policiar_verb	vigilar_verb
amanhecer_verb	clarejar_verb
obcecado_adjective	obcecat_adjective
licitação_noun	licitació_noun
zanoletti_propernoun	zanoletti_propernoun
santolini_propernoun	santolini_propernoun
lucy_propernoun	lucy_propernoun
repetível_adjective	repetible_adjective
cumplido_propernoun	cumplido_propernoun
masini_propernoun	masini_propernoun
desmantelar_verb	desmantellar_verb
solla_propernoun	solla_propernoun
reig_propernoun	reig_propernoun
exemplar_noun	exemplar_noun
bini_propernoun	bini_propernoun
asensio_propernoun	asensio_propernoun
normalidade_noun	normalitat_noun
saidi_propernoun	saidi_propernoun
escorbútico_adjective	escorbútic_adjective
sellés_propernoun	sellés_propernoun
silvio_propernoun	silvio_propernoun
nórdico_adjective	nòrdic_adjective
protagonismo_noun	protagonisme_noun
maléfico_adjective	malèfic_adjective
wabanonick_propernoun	wabanonick_propernoun
rasante_adjective	rasant_adjective
bages_propernoun	bages_propernoun
amortizar_verb	amortitzar_verb
élio_propernoun	élio_propernoun
guerrilha_noun	guerrilla_noun
augé_propernoun	augé_propernoun
labrosse_propernoun	labrosse_propernoun
ohayon_propernoun	ohayon_propernoun
viver_propernoun	viver_propernoun
forster_propernoun	forster_propernoun
dios_propernoun	dios_propernoun
pretónico_adjective	pretònic_adjective
rampi_propernoun	rampi_propernoun
socialista_noun	socialista_noun
olivo_propernoun	olivo_propernoun
erundina_propernoun	erundina_propernoun
fantoche_noun	titella_noun
receptivo_adjective	receptiu_adjective
estelar_adjective	estel·lar_adjective
pattuzzi_propernoun	pattuzzi_propernoun
albi_propernoun	albi_propernoun
optimista_adjective	optimista_adjective
rashida_propernoun	rashida_propernoun
indefetibilidade_noun	indefectibilitat_noun
puebla-de-arenoso_propernoun	puebla-de-arenoso_propernoun
fisionómico_adjective	fisionòmic_adjective
autodidacta_noun	autodidacte_noun
conjetural_adjective	conjectural_adjective
globalizante_adjective	globalitzant_adjective
fibrocartilaginoso_adjective	fibrocartilaginós_adjective
irvine_propernoun	irvine_propernoun
cartografia_noun	cartografia_noun
pliotrópico_adjective	pliotròpic_adjective
terminal-rodoviária_noun	estació-d'autobusos_noun
parapente_noun	parapent_noun
formador_noun	formador_noun
peroração_noun	peroració_noun
electrodinâmica_noun	electrodinàmica_noun
thayer_propernoun	thayer_propernoun
fumárico_adjective	fumàric_adjective
guiteau_propernoun	guiteau_propernoun
westermann_propernoun	westermann_propernoun
sustituir_verb	sustituir_verb
café_noun	cafè_noun
leifer_propernoun	leifer_propernoun
girassol_noun	gira-sol_noun
inquisitorial_adjective	inquisitorial_adjective
sublunar_adjective	sublunar_adjective
casula_propernoun	casula_propernoun
enigma_noun	enigma_noun
interurbano_adjective	interurbà_adjective
pimentão_noun	pebrot_noun
bellón_propernoun	bellón_propernoun
sintaticamente_adverb	sintàcticament_adverb
mendiguchia_propernoun	mendiguchia_propernoun
preto_adjective	negre_adjective
solsonès_propernoun	solsonès_propernoun
sistémico_adjective	sistèmic_adjective
malagón_propernoun	malagón_propernoun
vidrão_noun	contenidor-de-vidre_noun
privatizar_verb	privatitzar_verb
chamar_verb	dir_verb
meticulosamente_adverb	meticulosament_adverb
renano_adjective	renà_adjective
rixi_propernoun	rixi_propernoun
aposentar_verb	jubilar_verb
prodan_propernoun	prodan_propernoun
franco_noun	franc_noun
persecução_noun	persecució_noun
villacis_propernoun	villacis_propernoun
kardec_propernoun	kardec_propernoun
anamnéstico_adjective	anamnèstic_adjective
tudela_propernoun	tudela_propernoun
fragmentariamente_adverb	fragmentàriament_adverb
sinceramente_adverb	sincerament_adverb
viteazul_propernoun	viteazul_propernoun
latourelle_propernoun	latourelle_propernoun
confinado_adjective	confinat_adjective
urraca_propernoun	urraca_propernoun
laterreur_propernoun	laterreur_propernoun
varga_propernoun	varga_propernoun
anedota_noun	anècdota_noun
tela_noun	tela_noun
myers_propernoun	myers_propernoun
lacharité_propernoun	lacharité_propernoun
unionista_adjective	unionista_adjective
conta_noun	compte_noun
valeria_propernoun	valeria_propernoun
boyas_propernoun	boyas_propernoun
weistche_propernoun	weistche_propernoun
pesaroso_adjective	pesarós_adjective
celestial_adjective	celestial_adjective
vilajosana_propernoun	vilajosana_propernoun
