esclofollar_verb	éplucher_verb
barnaby_propernoun	barnaby_propernoun
saby_propernoun	saby_propernoun
implacablement_adverb	implacablement_adverb
mensualitat_noun	mensualité_noun
coallier_propernoun	coallier_propernoun
hansa_propernoun	hanse_propernoun
remissió_noun	rémission_noun
rehman_propernoun	rehman_propernoun
setanta-unè_adjective	soixante-et-onzième_adjective
dedicatori_adjective	dédicatoire_adjective
fuseller_noun	fusilier_noun
udolar_verb	hurler_verb
giubilo_propernoun	giubilo_propernoun
irrealista_adjective	irréaliste_adjective
igualitarista_adjective	égalitariste_adjective
plaqueta_noun	plaquette_noun
monocíclic_adjective	monocyclique_adjective
jános_propernoun	jános_propernoun
febre_noun	fièvre_noun
guerrini_propernoun	guerrini_propernoun
bleau_propernoun	bleau_propernoun
antagonisme_noun	antagonisme_noun
venus_propernoun	vénus_propernoun
misèria_noun	misère_noun
exposat_adjective	exposé_adjective
la-caixa_propernoun	la-caixa_propernoun
ghattas_propernoun	ghattas_propernoun
èticament_adverb	éthiquement_adverb
fol·liculina_noun	folliculine_noun
impensablement_adverb	impensablement_adverb
barrabé_propernoun	barrabé_propernoun
concrescent_adjective	concrescent_adjective
maseru_propernoun	maseru_propernoun
franciscà_adjective	franciscain_adjective
chamonix_propernoun	chamonix_propernoun
creador_noun	concepteur_noun
hamer_propernoun	hamer_propernoun
bocabadat_adjective	baba_adjective
tomentós_adjective	tomenteux_adjective
monòxid_noun	monoxyde_noun
cranc_noun	crabe_noun
daraiche_propernoun	daraiche_propernoun
cots_propernoun	cots_propernoun
chowdhury_propernoun	chowdhury_propernoun
timbrar_verb	timbré_verb
garaud_propernoun	garaud_propernoun
roures_propernoun	roures_propernoun
baiget_propernoun	baiget_propernoun
acostar_verb	accoster_verb
figueredo_propernoun	figueredo_propernoun
akrami_propernoun	akrami_propernoun
recensió_noun	recension_noun
ordir_verb	ourdir_verb
conurbació_noun	conurbation_noun
interatòmic_adjective	interatomique_adjective
pressurització_noun	pressurisation_noun
fresc_adjective	frais_adjective
josebe_propernoun	josebe_propernoun
moschini_propernoun	moschini_propernoun
aragay_propernoun	aragay_propernoun
plastificar_verb	plastifier_verb
sabău_propernoun	sabău_propernoun
dmitry_propernoun	dmitry_propernoun
pradal_noun	prairial_noun
idealitzar_verb	idéaliser_verb
yorke_propernoun	yorke_propernoun
balduino_propernoun	balduino_propernoun
anotar_verb	enregistrer_verb
nathaniel_propernoun	nathaniel_propernoun
obsequiar_verb	offrir_verb
huegun_propernoun	huegun_propernoun
inma_propernoun	inma_propernoun
allaire_propernoun	allaire_propernoun
salvaguardar_verb	sauvegarder_verb
filtre_noun	filtre_noun
montornès-de-segarra_propernoun	montornès-de-segarra_propernoun
renovable_adjective	rénovable_adjective
sobreseïment_noun	non-lieu_noun
lastra_propernoun	lastra_propernoun
bravo_propernoun	bravo_propernoun
figueras_propernoun	figueras_propernoun
destiny_propernoun	destiny_propernoun
ulnar_adjective	ulnaire_adjective
telecadira_noun	télésiège_noun
frígia_propernoun	phrygie_propernoun
tartaglione_propernoun	tartaglione_propernoun
aita_propernoun	aita_propernoun
integracionista_noun	intégrationniste_noun
villarino_propernoun	villarino_propernoun
gascunya_propernoun	gascogne_propernoun
eugenèsic_adjective	eugénique_adjective
cristian_propernoun	cristian_propernoun
elisabeth_propernoun	elisabeth_propernoun
septimi_propernoun	septime_propernoun
mític_adjective	mythique_adjective
ceuta_propernoun	ceuta_propernoun
aiala_propernoun	aiala_propernoun
davos_propernoun	davos_propernoun
sobrevolar_verb	survoler_verb
anafòric_adjective	anaphorique_adjective
taoista_noun	taôiste_noun
almandina_noun	almandin_noun
hispanoromà_adjective	hispano-romain_adjective
sospitós_noun	suspect_noun
contraprestació_noun	contre-prestation_noun
estadi_noun	stade_noun
reverberant_adjective	réverbérant_adjective
santacreu_propernoun	santacreu_propernoun
de-haro_propernoun	de-haro_propernoun
jekyll_propernoun	jekyll_propernoun
digon_propernoun	digon_propernoun
despulla_noun	dépouille_noun
llaüt_noun	luth_noun
caducar_verb	expirer_verb
cairns_propernoun	cairns_propernoun
legalista_adjective	légaliste_adjective
responsorial_adjective	responsorial_adjective
desnonament_noun	expulsion_noun
germània_propernoun	germanie_propernoun
yésica_propernoun	yésica_propernoun
alfés_propernoun	alfés_propernoun
intermitentment_adverb	intermittemment_adverb
incipient_adjective	apparaissant_adjective
trespidi_propernoun	trespidi_propernoun
ficara_propernoun	ficara_propernoun
autosuficient_adjective	autosuffisant_adjective
vitalment_adverb	vitalement_adverb
radiotòxic_adjective	radiotoxique_adjective
garrote_propernoun	garrote_propernoun
wachowski_propernoun	wachowski_propernoun
sant-ramon_propernoun	sant-ramon_propernoun
filomena_propernoun	filomena_propernoun
prorrogar_verb	proroger_verb
magal_propernoun	magal_propernoun
constantí_propernoun	constantin_propernoun
logicista_adjective	logiciste_adjective
uniparental_adjective	uniparental_adjective
sionista_adjective	sioniste_adjective
positivisme_noun	positivisme_noun
unció_noun	onction_noun
piroxè_noun	pyroxène_noun
escarlata_noun	écarlate_noun
logista_noun	logiste_noun
ateu_adjective	athée_adjective
pliego_propernoun	pliego_propernoun
òpal_noun	opale_noun
subdelegació_noun	subdélégation_noun
multibanda_adjective	multibande_adjective
pira_propernoun	pira_propernoun
estereotomia_noun	stéréotomie_noun
fatsini_propernoun	fatsini_propernoun
encadenar_verb	enchaîner_verb
freddy_propernoun	freddy_propernoun
bany_noun	toilette_noun
radice_propernoun	radice_propernoun
interposició_noun	interposition_noun
hope_propernoun	hope_propernoun
neceta_propernoun	neceta_propernoun
wayca_propernoun	wayca_propernoun
skolimowski_propernoun	skolimowski_propernoun
subordinació_noun	subordination_noun
baix-segura_propernoun	baix-segura_propernoun
vilanova-de-la-barca_propernoun	vilanova-de-la-barca_propernoun
antisoviètic_adjective	antisoviétique_adjective
excomunió_noun	excommunication_noun
collado_propernoun	collado_propernoun
dilatació_noun	dilatation_noun
xiclet_noun	chewing-gum_noun
immutable_adjective	immuable_adjective
cosquerelles_noun	chatouille_noun
borratxo_noun	soûlard_noun
velho_propernoun	velho_propernoun
ampliació_noun	acroissement_noun
arbitralment_adverb	arbitralement_adverb
així_adverb	tellement_adverb
eugenista_noun	eugéniste_noun
retocar_verb	retoucher_verb
lagueux_propernoun	lagueux_propernoun
reserva_noun	réservation_noun
mínima_noun	minime_noun
semicercle_noun	demi-cercle_noun
saccani_propernoun	saccani_propernoun
far_noun	far_noun
taxonomia_noun	taxinomie_noun
pensatiu_adjective	pensif_adjective
lent_noun	lentille_noun
jordània_propernoun	jordanie_propernoun
conejero_propernoun	conejero_propernoun
covaci_propernoun	covaci_propernoun
poetisme_noun	poétisme_noun
assequible_adjective	abordable_adjective
vint_numeral	vingt_numeral
fabulista_noun	fabuliste_noun
ullrich_propernoun	ullrich_propernoun
iúsxenko_propernoun	yushchenko_propernoun
xiquet_noun	enfant_noun
pârvulescu_propernoun	pârvulescu_propernoun
planter_noun	pépinière_noun
bates_propernoun	bates_propernoun
nevera_noun	réfrigérateur_noun
fahy_propernoun	fahy_propernoun
mahdí_propernoun	mahdí_propernoun
ortofosfòric_adjective	orthophosphorique_adjective
mottley_propernoun	mottley_propernoun
artrític_adjective	arthritique_adjective
d'tuani_propernoun	d'tuani_propernoun
llum_propernoun	llum_propernoun
enregistrable_adjective	enregistrable_adjective
naima_propernoun	naima_propernoun
maire_propernoun	maire_propernoun
naiara_propernoun	naiara_propernoun
hemòlisi_noun	hémolyse_noun
adsorció_noun	adsorption_noun
coorganitzar_verb	coorganiser_verb
brando_propernoun	brando_propernoun
kilobyte_noun	kilobyte_noun
desparar_verb	desservir_verb
daurada_noun	daurade_noun
mèrit_noun	mérite_noun
frederic-guillem_propernoun	frédéric-guillaume_propernoun
pronom_noun	pronom_noun
drici_propernoun	drici_propernoun
sant-mateu-de-bages_propernoun	sant-mateu-de-bages_propernoun
iglesias_propernoun	iglesias_propernoun
delphine_propernoun	delphine_propernoun
degenerar_verb	dégénérer_verb
antxia_propernoun	antxia_propernoun
onanista_noun	onaniste_noun
rememorar_verb	remémorer_verb
prioritzar_verb	donner-la-priorité-à_verb
morisseau_propernoun	morisseau_propernoun
per-als-vianants_adjective	piétonnier_adjective
bastia_propernoun	bastia_propernoun
islàmic_adjective	islamique_adjective
conformista_noun	conformiste_noun
barragán_propernoun	barragán_propernoun
agudo_propernoun	agudo_propernoun
dirceu_propernoun	dirceu_propernoun
licantrop_noun	lycanthrope_noun
estradé_propernoun	estradé_propernoun
benzina_noun	essence_noun
al-maliki_propernoun	al-maliki_propernoun
arraes_propernoun	arraes_propernoun
claraboia_noun	lucarne_noun
reversible_adjective	réversible_adjective
mas-castellane_propernoun	mas-castellane_propernoun
casa-de-barrets_noun	maison-d'abattage_noun
vitrina_noun	vitrine_noun
serentill_propernoun	serentill_propernoun
pascarella_propernoun	pascarella_propernoun
riccardi_propernoun	riccardi_propernoun
descalcificació_noun	décalcification_noun
muzzarelli_propernoun	muzzarelli_propernoun
ayestarán_propernoun	ayestarán_propernoun
baralla_noun	baroud_noun
longitudinal_adjective	longitudinal_adjective
gambini_propernoun	gambini_propernoun
xenofont_propernoun	xénophon_propernoun
english_propernoun	english_propernoun
barbalace_propernoun	barbalace_propernoun
bastant_adjective	assez-de_adjective
reordenar_verb	réorganiser_verb
l'espluga-de-francolí_propernoun	l'espluga-de-francolí_propernoun
normativitat_noun	normativité_noun
tajadura_propernoun	tajadura_propernoun
boté_propernoun	boté_propernoun
reactant_noun	réactant_noun
anar-de-botigues_verb	magasiner_verb
marginalitat_noun	marginalité_noun
episodi_noun	épisode_noun
maxime_propernoun	maxime_propernoun
bevilacqua_propernoun	bevilacqua_propernoun
picard_noun	chti_noun
raikkonen_propernoun	raikkonen_propernoun
murdoch_propernoun	murdoch_propernoun
passionista_noun	passionniste_noun
ehm_propernoun	ehm_propernoun
sobreproducció_noun	surproduction_noun
pistó_noun	piston_noun
arborar_verb	mâter_verb
fogu_propernoun	fogu_propernoun
perramón_propernoun	perramón_propernoun
sacralitzar_verb	sacraliser_verb
del-valle_propernoun	del-valle_propernoun
terrestre_adjective	terrestre_adjective
gaillard_propernoun	gaillard_propernoun
bloomberg_propernoun	bloomberg_propernoun
bipartició_noun	bipartition_noun
seguit_adjective	de-suite_adjective
biffoni_propernoun	biffoni_propernoun
marinello_propernoun	marinello_propernoun
tot-i_preposition	malgré_preposition
lieutard_propernoun	lieutard_propernoun
del-qual_relativepronoun	dont_relativepronoun
pinel_propernoun	pinel_propernoun
andersson_propernoun	andersson_propernoun
arcelor_propernoun	arcelor_propernoun
parrón_propernoun	parrón_propernoun
law_propernoun	law_propernoun
imogen_propernoun	imogen_propernoun
rodonyà_propernoun	rodonyà_propernoun
sant-andreu-de-llavaneres_propernoun	sant-andreu-de-llavaneres_propernoun
xicola_propernoun	xicola_propernoun
laine_propernoun	laine_propernoun
marcus_propernoun	marcus_propernoun
groc_noun	jaune_noun
escalfament_noun	échauffement_noun
mcintyre_propernoun	mcintyre_propernoun
drus_noun	druze_noun
invocable_adjective	invocable_adjective
subsònic_adjective	subsonique_adjective
anticorrosiu_adjective	anti-corrosion_adjective
alarcon_propernoun	alarcon_propernoun
rejovenir_verb	rajeunir_verb
pesar_verb	peser_verb
sence_propernoun	sence_propernoun
comincioli_propernoun	comincioli_propernoun
marcat_adjective	prononcé_adjective
combativitat_noun	combativité_noun
lombard_propernoun	lombard_propernoun
comtois_propernoun	comtois_propernoun
benvenutti_propernoun	benvenutti_propernoun
estereogràfic_adjective	stéréographique_adjective
santíssim-sagrament_propernoun	très-saint-sacrement_propernoun
carrera_noun	course_noun
epigrama_noun	épigramme_noun
trompetista_noun	trompettiste_noun
semblar_verb	avoir-l'air_verb
fructicultor_noun	fructiculteur_noun
biguá_propernoun	biguá_propernoun
empàtic_adjective	empathique_adjective
hâldan_propernoun	hâldan_propernoun
repudiar_verb	répudier_verb
retraure_verb	retraire_verb
wordperfect_propernoun	wordperfect_propernoun
descriptible_adjective	descriptible_adjective
ricard-cor-de-lleó_propernoun	richard-cœur-de-lion_propernoun
masullo_propernoun	masullo_propernoun
agradar_pl_verb	aimer_verb
transcurs_noun	démarche_noun
bariònic_adjective	baryonique_adjective
varano_propernoun	varano_propernoun
eteromania_noun	éthéromanie_noun
carbàmic_adjective	carbamique_adjective
misogínia_noun	misogynie_noun
alyne_propernoun	alyne_propernoun
regent_noun	régent_noun
homologació_noun	homologation_noun
filippeschi_propernoun	filippeschi_propernoun
manisco_propernoun	manisco_propernoun
williamson_propernoun	williamson_propernoun
meryl_propernoun	meryl_propernoun
lobera_propernoun	lobera_propernoun
pulvirenti_propernoun	pulvirenti_propernoun
sanga_propernoun	sanga_propernoun
petrarquista_noun	pétrarquiste_noun
generosament_adverb	généreusement_adverb
alèxia_propernoun	alèxia_propernoun
tarquini_propernoun	tarquini_propernoun
latre_propernoun	latre_propernoun
genocida_adjective	génocidaire_adjective
content_adjective	content_adjective
victimòleg_noun	victimologue_noun
colombià_adjective	colombien_adjective
imax_noun	imax_noun
tíber_propernoun	tibre_propernoun
infrangible_adjective	infrangible_adjective
armari-de-paret_noun	placard_noun
espectacularment_adverb	spectaculairement_adverb
banda_noun	bande_noun
bastant_adverb	passablement_adverb
moro_propernoun	moro_propernoun
baglieri_propernoun	baglieri_propernoun
coutinho_propernoun	coutinho_propernoun
auric_propernoun	auric_propernoun
comunió_noun	communion_noun
new-nintendo-3ds_propernoun	new-nintendo-3ds_propernoun
acreditar_verb	accréditer_verb
angulació_noun	angulation_noun
independent_adjective	indépendant_adjective
belo_propernoun	belo_propernoun
fattorini_propernoun	fattorini_propernoun
salutació_noun	bonjour_noun
caríntia_propernoun	carinthie_propernoun
unió-econòmica-i-monetària-de-l'oest-d'àfrica_propernoun	union-économique-et-monétaire-ouest-africaine_propernoun
musicògraf_noun	musicographe_noun
mail_noun	e-mail_noun
pirros_propernoun	pyrrhos_propernoun
cursi_propernoun	cursi_propernoun
vegetació_noun	végétation_noun
martell_propernoun	martell_propernoun
sila_propernoun	sila_propernoun
bonhomme_propernoun	bonhomme_propernoun
violista_noun	violiste_noun
amaradio_propernoun	amaradio_propernoun
antibiograma_noun	antibiogramme_noun
danyar_verb	abîmer_verb
maniqueu_adjective	manichéen_adjective
wieniawski_propernoun	wieniawski_propernoun
porco_propernoun	porco_propernoun
zhou_propernoun	zhou_propernoun
rakic_propernoun	rakic_propernoun
sensibilització_noun	sensibilisation_noun
mattarella_propernoun	mattarella_propernoun
weil_propernoun	weil_propernoun
tobarra_propernoun	tobarra_propernoun
accidentat_noun	accidenté_noun
bangladesh_propernoun	bangladesh_propernoun
scanio_propernoun	scanio_propernoun
seneen_propernoun	seneen_propernoun
autobiògraf_noun	autobiographe_noun
cercel_propernoun	cercel_propernoun
tècnicament_adverb	techniquement_adverb
colicina_noun	colicine_noun
incorporar_verb	incorporer_verb
confusionista_adjective	confusionniste_adjective
anòmal_adjective	anormal_adjective
segrestar_verb	séquestrer_verb
com_adverb	comme_adverb
com_interrogativepronoun	comme_interrogativepronoun
mig_adverb	demi_adverb
justice_propernoun	justice_propernoun
mauffrey_propernoun	mauffrey_propernoun
fulbe_noun	peul_noun
alcock_propernoun	alcock_propernoun
licor_noun	liqueur_noun
fòbic_adjective	phobique_adjective
montpas_propernoun	montpas_propernoun
alicia_propernoun	alicia_propernoun
incontrolable_adjective	incontrôlable_adjective
decarufel_propernoun	decarufel_propernoun
voiselle_propernoun	voiselle_propernoun
hisenda_noun	exploitation-agricole_noun
noury_propernoun	noury_propernoun
gnom_noun	gnome_noun
llençar_verb	jeter_verb
georgiev_propernoun	georgiev_propernoun
bohorquez_propernoun	bohorquez_propernoun
germanastre_noun	demi-frère_noun
protoindoeuropeu_noun	proto-indo-européen_noun
stephany_propernoun	stephany_propernoun
rematar_verb	parachever_verb
mishima_propernoun	mishima_propernoun
brillant_adjective	étincelant_adjective
bibelot_noun	bibelot_noun
satie_propernoun	satie_propernoun
alcavotejar_verb	entremettre_verb
matrimonial_adjective	matrimonial_adjective
pujar_verb	monter_verb
héon_propernoun	héon_propernoun
