reformación_noun	réformation_noun
tendón_noun	tendon_noun
vistazo_noun	coup-d'oeil_noun
ancho_adjective	large_adjective
lógicamente_adverb	logiquement_adverb
casio_propernoun	casio_propernoun
cartagena_propernoun	cartagena_propernoun
ego_noun	ego_noun
cotitular_noun	cotitulaire_noun
agonizante_adjective	agonisant_adjective
pervez-musharraf_propernoun	pervez-musharraf_propernoun
desviación_noun	déviation_noun
desigual_adjective	inégal_adjective
aliez_propernoun	aliez_propernoun
accoyer_propernoun	accoyer_propernoun
prestar-aval_verb	prêter-aval_verb
verificar_verb	vérifier_verb
pasaiako-arraun-elkartea_propernoun	club-de-rame-de-pasaia_propernoun
hiroshima_propernoun	hiroshima_propernoun
papon_propernoun	papon_propernoun
atemperar_verb	tempérer_verb
hortaliza_noun	légume_noun
particular_adjective	particulier_adjective
aragón_propernoun	aragon_propernoun
excepcionalmente_adverb	exceptionnellement_adverb
fiel_adjective	fidèle_adjective
ancash_propernoun	ancash_propernoun
txuma_propernoun	txuma_propernoun
confidente_noun	indicateur_noun
ballesteros_propernoun	ballesteros_propernoun
preferir_verb	préférer_verb
stanley_propernoun	stanley_propernoun
veraz_adjective	véridique_adjective
sellapan-rama-nathan_propernoun	sellapan-rama-nathan_propernoun
aqaba_propernoun	aqaba_propernoun
apreciar_verb	apprécier_verb
duquesa_noun	duchesse_noun
dkv_noun	dkv_noun
trilingüe_adjective	trilingue_adjective
ochenta-y-ocho_numeral	quatre-vingt-huit_numeral
pagar-por-adelantado_verb	payer-d'avance_verb
papagayo_noun	perroquet_noun
el-día-de-la-fecha_subordinatingconjunction	le-jour-de-la-date_subordinatingconjunction
soportar_verb	supporter_verb
audición_noun	audition_noun
áfrica-occidental-francesa_propernoun	afrique-occidentale-française_propernoun
adicionalmente_adverb	additionnellement_adverb
diploma_noun	brevet_noun
n-232_noun	n-232_noun
aidan_propernoun	aidan_propernoun
oriente-medio_propernoun	moyen-orient_propernoun
bache_noun	trou_noun
de-todas-formas_adverb	de-toute-manière_adverb
confortable_adjective	confortable_adjective
cabo-de-hornos_propernoun	cap-horn_propernoun
puzzle_noun	puzzle_noun
dominio_noun	domination_noun
françois-fillon_propernoun	françois-fillon_propernoun
frescura_noun	fraîcheur_noun
obedecer-sin-rechistar_verb	obéir-au-doigt-et-à-l'oeil_verb
ruslan_propernoun	ruslan_propernoun
massachussets_propernoun	massachussets_propernoun
alday_propernoun	alday_propernoun
rotonda_noun	rotonde_noun
niamey_propernoun	niamey_propernoun
catalanismo_noun	catalanisme_noun
ciencia_noun	science_noun
nastic_propernoun	nastic_propernoun
diario_noun	quotidien_noun
agobiar_verb	accabler_verb
acaudalado_adjective	fortuné_adjective
promulgar_verb	promulguer_verb
preocupación_noun	souci_noun
gustov_propernoun	gustov_propernoun
energético_adjective	énergisant_adjective
quinquenio_noun	quinquennat_noun
relacionado_adjective	lié_adjective
repartidor_noun	livreur_noun
ucrania_propernoun	ukraine_propernoun
fumar_verb	fumer_verb
reestructuración_noun	restructuration_noun
alcantarilla_noun	égout_noun
jjoo_noun	jo_noun
admirable_adjective	admirable_adjective
noriega_propernoun	noriega_propernoun
languedoc-roussillon_propernoun	languedoc-roussillon_propernoun
bahía-de-arcachon_propernoun	bassin-d'arcachon_propernoun
enemigo_noun	ennemi_noun
a-pesar-de_preposition	en-dépit-de_preposition
israel_propernoun	israël_propernoun
veintiocho_numeral	vingt-huit_numeral
ferdinand_propernoun	ferdinand_propernoun
hermosur_propernoun	hermosur_propernoun
fez_propernoun	fès_propernoun
cerdaña_propernoun	cerdagne_propernoun
metro_noun	métro_noun
ziarreta_propernoun	ziarreta_propernoun
ortodoxo_adjective	orthodoxe_adjective
palmera_noun	palmier_noun
yvette_propernoun	yvette_propernoun
encuesta_noun	enquête_noun
eua_propernoun	eua_propernoun
perla_noun	perle_noun
colocar_verb	caser_verb
parrilla_noun	gril_noun
dorso_noun	revers_noun
josefa_propernoun	josefa_propernoun
acoplar_verb	coupler_verb
montparnasse_propernoun	montparnasse_propernoun
royo_propernoun	royo_propernoun
guadelupe_propernoun	guadeloupe_propernoun
argel_propernoun	alger_propernoun
democráticamente_adverb	démocratiquement_adverb
cuota-pesquera_noun	quota-de-pêche_noun
policiaco_adjective	policier_adjective
arga_propernoun	arga_propernoun
libro-de-cuentas_noun	livre-de-comptes_noun
generalidad_noun	généralité_noun
causticidad_noun	causticité_noun
petacchi_propernoun	petacchi_propernoun
susceptible_adjective	susceptible_adjective
íngrid_propernoun	íngrid_propernoun
georgetown_propernoun	georgetown_propernoun
holanda_propernoun	hollande_propernoun
bandido_noun	bandit_noun
devoción_noun	dévouement_noun
belang_propernoun	belang_propernoun
esmirna_propernoun	smyrne_propernoun
fruto_noun	fruit_noun
mike_propernoun	mike_propernoun
votación_noun	votation_noun
gabinete_noun	cabinet_noun
anormalidad_noun	anormalité_noun
anie_propernoun	anie_propernoun
salih_propernoun	saleh_propernoun
festejar_verb	fêter_verb
le-pen_propernoun	le-pen_propernoun
de-mutuo-acuerdo_adverb	d'un-commun-accord_adverb
arbitrario_adjective	arbitraire_adjective
socio_adjective	socio_adjective
cavero_propernoun	cavero_propernoun
impresión_noun	impression_noun
de-ahí-que_subordinatingconjunction	de-là_subordinatingconjunction
uzbekistán_propernoun	ouzbékistan_propernoun
berna_propernoun	berne_propernoun
shara_propernoun	shara_propernoun
oficial_adjective	officiel_adjective
mando_noun	commandement_noun
stormont_propernoun	stormont_propernoun
hacienda_noun	trésor_noun
agüero_propernoun	agüero_propernoun
astillero_propernoun	astillero_propernoun
arrate_propernoun	arrate_propernoun
ministro-de-justicia_noun	ministre-de-la-justice_noun
ética_noun	éthique_noun
estrecho-de-corea_propernoun	détroit-de-corée_propernoun
descargar_verb	télécharger_verb
indefinidamente_adverb	indéfiniment_adverb
sesenta-y-cinco_numeral	soixante-cinq_numeral
abertzale_adjective	nationaliste-basque-radical_adjective
aula_noun	salle-de-cours_noun
sultà_propernoun	sultà_propernoun
indonesio_adjective	indonésien_adjective
ramón_propernoun	ramón_propernoun
estéticamente_adverb	esthétiquement_adverb
pecado_noun	péché_noun
exportador_noun	exportateur_noun
almacenamiento_noun	emmagasinage_noun
yangon_propernoun	yangon_propernoun
cronológico_adjective	chronologique_adjective
zapatero_noun	cordonnier_noun
chillida_propernoun	chillida_propernoun
ammán_propernoun	amman_propernoun
suelo-industrial_noun	sol-industriel_noun
camboya_propernoun	cambodge_propernoun
larronde_propernoun	larronde_propernoun
abaltzisketa_propernoun	abaltzisketa_propernoun
personalidad_noun	personnalité_noun
desencadenar_verb	déchaîner_verb
homólogo_adjective	homologue_adjective
mordisquear_verb	ronger_verb
adiestramiento_noun	dressage_noun
originar_verb	causer_verb
pontevedrés_adjective	de-pontevedra_adjective
devastación_noun	dévastation_noun
talai-berri_propernoun	talai-berri_propernoun
a-las-buenas-o-a-las-malas_adverb	bon-gré-mal-gré_adverb
partido-del-congreso-nacional-indio_propernoun	parti-du-congrès-national-indien_propernoun
descontento_noun	mécontentement_noun
digitalizar_verb	numériser_verb
abertzale_adjective	nationaliste-basque-radicale_adjective
valencia_noun	valence_noun
evocar_verb	évoquer_verb
fútbol_noun	football_noun
santi_propernoun	santi_propernoun
excelentísimo_noun	excellentissime_noun
anteponer_verb	donner-la-préférence_verb
rentable_adjective	rentable_adjective
compra-al-contado_noun	achat-au-comptant_noun
deducir_verb	déduire_verb
arca_noun	coffre_noun
repunte_noun	bond_noun
mandato_noun	mandat_noun
poor's_propernoun	poor's_propernoun
ingenuo_adjective	naïf_adjective
trozo_noun	morceau_noun
casta_noun	race_noun
corredor-de-apuestas_noun	bookmaker_noun
vilanova_propernoun	vilanova_propernoun
dumping_noun	dumping_noun
imaginación_noun	imagination_noun
arsenal_noun	arsenal_noun
desregulación_noun	dérégulation_noun
cariñoso_adjective	affectueux_adjective
psicosis_noun	psychose_noun
vitalidad_noun	vitalité_noun
jenócrates_propernoun	xénocrate_propernoun
asociación_noun	amicale_noun
sófocles_propernoun	sophocle_propernoun
candy_propernoun	candy_propernoun
liberación_noun	libération_noun
bob_propernoun	bob_propernoun
o-grove_propernoun	o-grove_propernoun
unificado_adjective	unifié_adjective
air-france-klm_propernoun	air-france-klm_propernoun
puche_propernoun	puche_propernoun
dilatación_noun	dilatation_noun
designación_noun	désignation_noun
rene_propernoun	rene_propernoun
madeleine_propernoun	madeleine_propernoun
zoo_noun	zoo_noun
seguridad_noun	sécurité_noun
iribar_propernoun	iribar_propernoun
parisino_adjective	parisien_adjective
declarar-a-hacienda_verb	déclarer-au-fisc_verb
lipper_propernoun	lipper_propernoun
fonteta_propernoun	fonteta_propernoun
caballería_noun	cavalerie_noun
negociar-letras_verb	négocier-des-lettres-de-change_verb
burgos_propernoun	burgos_propernoun
quién_pronoun	qui_pronoun
quién_interrogativepronoun	qui_interrogativepronoun
atalaya_noun	guette_noun
ausentar_verb	absenter_verb
decimoséptimo_adjective	dix-septième_adjective
partido-comunista-de-francia_propernoun	parti-communiste-français_propernoun
antiestrés_adjective	antistress_adjective
derivar_verb	dériver_verb
omisión_noun	omission_noun
contusión_noun	meurtrissure_noun
clima_noun	climat_noun
mantenimiento_noun	entretien_noun
liga_noun	ligue_noun
fdj_noun	fdj_noun
cuenta-de-explotación_noun	compte-d'exploitation_noun
esquerdo_propernoun	esquerdo_propernoun
andes_propernoun	andes_propernoun
grupo_noun	groupe_noun
al-ras_subordinatingconjunction	à-ras_subordinatingconjunction
acallar_verb	faire-taire_verb
involución_noun	involution_noun
apresurar_verb	hâter_verb
cónsul_noun	consul_noun
cachemira_propernoun	cachemire_propernoun
abidal_propernoun	abidal_propernoun
denotar_verb	dénoter_verb
amal_propernoun	amal_propernoun
sin-embargo_adverb	cependant_adverb
atentar_verb	attenter_verb
clarificar_verb	éclaircir_verb
enturbiar_verb	troubler_verb
charente-marítimo_propernoun	charente-maritime_propernoun
avivar_verb	attiser_verb
rousset_propernoun	rousset_propernoun
encaminar_verb	acheminer_verb
asumir_verb	assumer_verb
castelló_propernoun	castellón_propernoun
tímido_adjective	timide_adjective
altay_propernoun	altaj_propernoun
enteramente_adverb	en-tout-point_adverb
rigidez_noun	rigidité_noun
caruso_propernoun	caruso_propernoun
reurbanización_noun	rurbanisation_noun
mirko_propernoun	mirko_propernoun
yamoussoukro_propernoun	yamoussoukro_propernoun
estacionario_adjective	stationnaire_adjective
orioko-arraunketa-elkartea_propernoun	club-de-rame-d'orio_propernoun
roosevelt-skerrit_propernoun	roosevelt-skerrit_propernoun
a-instancia_adverb	à-la-demande_adverb
tema_noun	thème_noun
con-el-fin-de_preposition	afin-de_preposition
enseñar_verb	enseigner_verb
revolucionario_adjective	révolutionnaire_adjective
comuna-de-parís_propernoun	commune-de-paris_propernoun
melekeok_propernoun	melekeok_propernoun
preso_noun	prisonnier_noun
honestidad_noun	honnêteté_noun
portland_propernoun	portland_propernoun
habitabilidad_noun	habitabilité_noun
comunicativo_adjective	communicatif_adjective
contaminante_adjective	polluant_adjective
triplicado_noun	triplicata_noun
manifestante_noun	manifestant_noun
deducción_noun	déduction_noun
rabanera_propernoun	rabanera_propernoun
acuicultura_noun	aquiculture_noun
a-instancias-de_preposition	à-la-demande-de_preposition
vinagre_noun	vinaigre_noun
por-la-tarde_adverb	au-soir_adverb
interino_adjective	intérimaire_adjective
consulta_noun	consultation_noun
ortodoxo_adjective	ortodoxe_adjective
municipal_adjective	municipal_adjective
mezcla_noun	mélange_noun
doce_numeral	douze_numeral
malaca_propernoun	malacca_propernoun
quién_pronoun	qui-est-ce-qui_pronoun
quién_interrogativepronoun	qui-est-ce-qui_interrogativepronoun
omar_propernoun	omar_propernoun
accidentalidad_noun	caractère-accidentel_noun
gozar-con_verb	réjouir-de_verb
hoja_noun	feuille_noun
imbiomed_propernoun	imbiomed_propernoun
rato_propernoun	rato_propernoun
maya_propernoun	maya_propernoun
pedro-abelardo_propernoun	pierre-abélard_propernoun
caja_noun	caisse_noun
acisa_noun	acisa_noun
la-repubblica_propernoun	la-repubblica_propernoun
forcejeo_noun	lutte_noun
apretón_noun	serrement_noun
ned_noun	ned_noun
hoja-de-inscripción_noun	feuille-d'inscription_noun
homosexual_noun	homosexuel_noun
osona_propernoun	osona_propernoun
bicicleta_noun	bicyclette_noun
entidad_noun	entité_noun
george_propernoun	george_propernoun
amaiur_propernoun	amaiur_propernoun
bengala_propernoun	bengale_propernoun
acapulco-de-juárez_propernoun	acapulco-de-juárez_propernoun
canal_noun	chaîne_noun
ermua_propernoun	ermua_propernoun
gastos-de-correo_noun	frais-de-port_noun
medio-ambiente_noun	environnement_noun
ajetrear_verb	éreinter_verb
strauss_propernoun	strauss_propernoun
palacio-de-la-moncloa_propernoun	palais-de-la-moncloa_propernoun
hernán_propernoun	hernán_propernoun
principal_adjective	principal_adjective
esplugues_propernoun	esplugues_propernoun
sobre-todo_adverb	notamment_adverb
infructuoso_adjective	infructueux_adjective
semanalmente_adverb	chaque-semaine_adverb
hornero_noun	boulanger_noun
laborista_adjective	travailliste_adjective
palatinado_propernoun	palatinat_propernoun
lombardi_propernoun	lombardi_propernoun
támesis_propernoun	thames_propernoun
veracidad_noun	véracité_noun
zurich_propernoun	zurich_propernoun
arqueológico_adjective	archéologique_adjective
vallar_verb	barrer_verb
jean-françois_propernoun	jean-françois_propernoun
ahtisaari_propernoun	ahtisaari_propernoun
mudar_verb	muer_verb
anchura_noun	large_noun
adeje_propernoun	adeje_propernoun
subir-rápidamente_verb	monter-en-flèche_verb
escindir_verb	scinder_verb
brutalidad_noun	brutalité_noun
tonga_propernoun	tonga_propernoun
disipación_noun	dissipation_noun
cambio_noun	saute_noun
tom_propernoun	tom_propernoun
buenas-noches_interjection	bonne-nuit_interjection
ante-notario_adverb	devant-notaire_adverb
joseph_propernoun	joseph_propernoun
frigia_propernoun	phrygie_propernoun
agravio_noun	offense_noun
kurgan_propernoun	kourgan_propernoun
presentador_noun	présentateur_noun
bolivia_propernoun	bolivie_propernoun
amanecer_verb	commencer-à-faire-jour_verb
aludir_verb	faire-allusion-à_verb
enfriar_verb	refroidir_verb
france-3_propernoun	france-3_propernoun
pertrechar_verb	munir_verb
manhattan_propernoun	manhattan_propernoun
europeo_noun	européen_noun
brody_propernoun	brody_propernoun
facilidad_noun	facilité_noun
electricidad_noun	électricité_noun
saltar_verb	sauter_verb
agravación_noun	aggravation_noun
reducir-su-nivel-de-vida_verb	restreindre-son-train-de-vie_verb
ganso_noun	oie_noun
impacto_noun	impact_noun
messina_propernoun	messine_propernoun
bahía_noun	baie_noun
acompasar_verb	rythmer_verb
fomentar_verb	promouvoir_verb
arcángel_noun	archange_noun
alien_propernoun	alien_propernoun
areso_propernoun	areso_propernoun
biocombustible_noun	agrocarburant_noun
nicanor-duarte-frutos_propernoun	nicanor-duarte-frutos_propernoun
convención_noun	convention_noun
discovery_propernoun	discovery_propernoun
apuntar_verb	viser_verb
militar_adjective	militaire_adjective
gamarra_propernoun	gamarra_propernoun
violeta_propernoun	violeta_propernoun
normalización_noun	standardisation_noun
gramática_noun	grammaire_noun
efqm_noun	efqm_noun
nuakchott_propernoun	nouakchott_propernoun
crack_noun	crack_noun
mosa_propernoun	meuse_propernoun
político_noun	politique_noun
liverpool_propernoun	liverpool_propernoun
cartel_noun	panneau_noun
motivo-de-la-petición_noun	cause-de-la-demande_noun
ponce_propernoun	ponce_propernoun
polaris_propernoun	polaris_propernoun
calafell_propernoun	calafell_propernoun
play-off_propernoun	play-off_propernoun
no_adverb	non_adverb
gobernar_verb	gouverner_verb
arratia_propernoun	arratia_propernoun
intelprom_noun	intelprom_noun
asentar_verb	établir_verb
bienvenida_noun	accueil_noun
múltiple_adjective	multiple_adjective
relajante_adjective	relaxant_adjective
barroso_propernoun	barroso_propernoun
mueble_noun	meuble_noun
hormigón_noun	béton_noun
almendralejo_propernoun	almendralejo_propernoun
recurrir_verb	faire-appel_verb
pizarra_noun	tableau_noun
dote_noun	dot_noun
adorador_adjective	adorateur_adjective
pdf_noun	pdf_noun
aficionado_noun	supporter_noun
sagarzazu_propernoun	sagarzazu_propernoun
eternamente_adverb	éternellement_adverb
y-con-creces_adverb	et-de-loin_adverb
jactar_verb	vanter_verb
tarawa_propernoun	tarawa_propernoun
equivaler_verb	équivaloir_verb
chubasco_noun	averse_noun
reyes-magos_propernoun	rois-mages_propernoun
solidaridad_noun	solidarité_noun
xv_adjective	xvème_adjective
contra_preposition	contre_preposition
desgraciadamente_adverb	malheureusement_adverb
anemiren_propernoun	anemiren_propernoun
bustintxulo_propernoun	bustintxulo_propernoun
gasolina_noun	essence_noun
licasa_propernoun	licasa_propernoun
léxico_adjective	lexical_adjective
antirreglamentario_adjective	antiréglementaire_adjective
